part_id,category,subcategory,first_observed_month,last_observed_month,months_observed,total_demand,avg_demand,median_demand,demand_std,max_demand,positive_months,zero_months,adi,cv2,seasonality_strength,zero_demand_share,positive_demand_share,cv,profile
MED-0116,IMAGING,DETECTOR COMPONENTS,2024-07-01,2025-12-01,18,73,4.055555555555555,0.0,12.060983386997842,50,3,15,6.0,0.8382435729029837,12.328767123287673,0.8333333333333334,0.16666666666666666,2.9739411091227557,INTERMITTENT
MED-0117,IMAGING,CONTROL MODULES,2022-01-01,2025-12-01,48,169,3.5208333333333335,4.0,1.8564388619685137,8,45,3,1.0666666666666667,0.19709011971187665,0.7100591715976331,0.0625,0.9375,0.5272725761804062,STABLE
MED-0118,IMAGING,TRANSDUCERS,2022-01-01,2025-12-01,48,45,0.9375,0.0,1.8382027531537775,8,12,36,4.0,0.2084848484848485,2.6666666666666665,0.75,0.25,1.9607496033640293,INTERMITTENT
MED-0119,IMAGING,USER INTERFACE,2024-07-01,2025-12-01,18,11,0.6111111111111112,0.0,2.592724864350674,11,1,17,18.0,0.0,18.0,0.9444444444444444,0.05555555555555555,4.242640687119285,LUMPY
MED-0120,IMAGING,CABLES,2022-01-01,2025-12-01,48,66,1.375,0.0,2.3845691880853357,9,16,32,3.0,0.33596571778389955,2.909090909090909,0.6666666666666666,0.3333333333333333,1.734232136789335,STABLE
MED-0121,PATIENT_MONITORING,CABLES,2024-07-01,2025-12-01,18,72,4.0,3.0,2.6346112560657287,10,17,1,1.0588235294117647,0.3521170910493827,1.875,0.05555555555555555,0.9444444444444444,0.6586528140164322,STABLE
MED-0122,PATIENT_MONITORING,CABLES,2022-01-01,2025-12-01,48,76,1.5833333333333333,0.0,3.106844423125102,14,13,35,3.6923076923076925,0.3162222991689751,2.5263157894736845,0.7291666666666666,0.2708333333333333,1.9622175303948013,STABLE
MED-0123,PATIENT_MONITORING,SENSORS,2022-01-01,2025-12-01,48,306,6.375,6.0,5.510628029235483,28,43,5,1.1162790697674418,0.5643876286898201,1.3725490196078431,0.10416666666666667,0.8958333333333334,0.8644122398800758,STABLE
MED-0124,PATIENT_MONITORING,CONTROL MODULES,2022-01-01,2025-12-01,48,208,4.333333333333333,4.0,2.762463696369396,11,42,6,1.1428571428571428,0.22863147640352133,1.0961538461538463,0.125,0.875,0.6374916222390914,STABLE
MED-0125,PATIENT_MONITORING,SENSORS,2022-01-01,2025-12-01,48,355,7.395833333333333,6.5,4.301111105003991,18,47,1,1.0212765957446808,0.3100282035137955,1.0140845070422535,0.020833333333333332,0.9791666666666666,0.581558684620258,STABLE
MED-0126,PATIENT_MONITORING,CABLES,2023-07-01,2025-12-01,30,120,4.0,4.0,2.051072049374214,9,29,1,1.0344827586206897,0.21994543650793646,1.1666666666666665,0.03333333333333333,0.9666666666666667,0.5127680123435535,STABLE
MED-0127,PATIENT_MONITORING,POWER COMPONENTS,2022-01-01,2025-12-01,48,142,2.9583333333333335,2.5,2.153259116477865,9,44,4,1.0909090909090908,0.4013046507014573,0.5915492957746479,0.08333333333333333,0.9166666666666666,0.727862236555898,STABLE
MED-0128,PATIENT_MONITORING,MECHANICAL COMPONENTS,2024-07-01,2025-12-01,18,79,4.388888888888889,0.0,8.451514927819947,26,5,13,3.6,0.3132510815574428,5.924050632911392,0.7222222222222222,0.2777777777777778,1.925661629123532,STABLE
MED-0129,PATIENT_MONITORING,CABLES,2022-01-01,2025-12-01,48,257,5.354166666666667,5.0,2.9785730078546955,21,48,0,1.0,0.3094800990753802,1.027237354085603,0.0,1.0,0.556309355552628,STABLE
MED-0130,PATIENT_MONITORING,CABLES,2024-07-01,2025-12-01,18,85,4.722222222222222,4.5,1.903728711380891,8,17,1,1.0588235294117647,0.095,1.1647058823529413,0.05555555555555555,0.9444444444444444,0.40314255064536514,STABLE
MED-0131,PATIENT_MONITORING,CONTROL MODULES,2022-01-01,2025-12-01,48,252,5.25,5.0,4.1436955445540935,29,47,1,1.0212765957446808,0.5889673502251143,1.380952380952381,0.020833333333333332,0.9791666666666666,0.7892753418198273,STABLE
MED-0132,PATIENT_MONITORING,SENSOR MODULES,2023-07-01,2025-12-01,30,8,0.26666666666666666,0.0,1.048260737942924,5,2,28,15.0,0.12500000000000003,6.25,0.9333333333333333,0.06666666666666667,3.9309777672859654,LUMPY
MED-0133,PATIENT_MONITORING,CABLES,2022-01-01,2025-12-01,48,268,5.583333333333333,5.0,2.210548534345047,12,48,0,1.0,0.15675196579819228,0.7164179104477613,0.0,1.0,0.39591914047970994,STABLE
MED-0134,PATIENT_MONITORING,POWER COMPONENTS,2024-07-01,2025-12-01,18,93,5.166666666666667,5.5,4.314817152420659,14,15,3,1.2,0.4095436301471682,2.7096774193548385,0.16666666666666666,0.8333333333333334,0.8351259004685145,STABLE
MED-0135,PATIENT_MONITORING,POWER COMPONENTS,2024-07-01,2025-12-01,18,96,5.333333333333333,5.0,2.6121886248440607,12,18,0,1.0,0.2398897058823529,1.59375,0.0,1.0,0.4897853671582614,STABLE
MED-0136,PATIENT_MONITORING,SENSOR MODULES,2022-01-01,2025-12-01,48,213,4.4375,4.0,2.916616007665427,17,47,1,1.0212765957446808,0.40190342572547605,1.0704225352112675,0.020833333333333332,0.9791666666666666,0.6572655791922088,STABLE
MED-0137,PATIENT_MONITORING,MECHANICAL COMPONENTS,2022-01-01,2025-12-01,48,67,1.3958333333333333,0.0,3.3942353090693835,16,9,39,5.333333333333333,0.3072510581421253,2.865671641791045,0.8125,0.1875,2.4316909676914986,INTERMITTENT
MED-0138,PATIENT_MONITORING,DISPLAY COMPONENTS,2022-01-01,2025-12-01,48,218,4.541666666666667,0.0,11.564726879672449,70,12,36,4.0,0.9133299156024512,4.403669724770642,0.75,0.25,2.5463618817627407,INTERMITTENT
MED-0139,PATIENT_MONITORING,CABLES,2023-07-01,2025-12-01,30,164,5.466666666666667,5.5,2.208655907908751,10,30,0,1.0,0.1632341176229256,0.8536585365853657,0.0,1.0,0.4040224221784301,STABLE
MED-0140,PATIENT_MONITORING,ELECTRODES,2022-01-01,2025-12-01,48,144,3.0,0.0,8.039794641179613,38,11,37,4.363636363636363,0.9248360339506171,3.9166666666666665,0.7708333333333334,0.22916666666666666,2.679931547059871,INTERMITTENT
MED-0141,PATIENT_MONITORING,MECHANICAL COMPONENTS,2023-07-01,2025-12-01,30,134,4.466666666666667,0.0,12.689211636426554,65,6,24,5.0,0.9123635553575409,7.276119402985074,0.8,0.2,2.840868276811915,INTERMITTENT
MED-0142,PATIENT_MONITORING,SENSOR MODULES,2022-01-01,2025-12-01,48,165,3.4375,3.0,2.0411328727584883,10,45,3,1.0666666666666667,0.26709241172051096,0.7272727272727273,0.0625,0.9375,0.593784108438833,STABLE
MED-0143,PATIENT_MONITORING,CABLES,2024-01-01,2025-12-01,24,22,0.9166666666666666,0.0,3.574263884891626,17,2,22,12.0,0.5950413223140495,9.272727272727273,0.9166666666666666,0.08333333333333333,3.899196965336319,LUMPY
MED-0144,PATIENT_MONITORING,CONTROL MODULES,2022-01-01,2025-12-01,48,206,4.291666666666667,4.0,2.431690886477121,9,46,2,1.0434782608695652,0.2653596003393344,0.9902912621359222,0.041666666666666664,0.9583333333333334,0.5666075851985525,STABLE
MED-0145,PATIENT_MONITORING,CABLES,2022-01-01,2025-12-01,48,240,5.0,5.0,3.3958673256794087,21,46,2,1.0434782608695652,0.39987345679012337,0.7,0.041666666666666664,0.9583333333333334,0.6791734651358817,STABLE
MED-0146,PATIENT_MONITORING,ELECTRODES,2023-01-01,2025-12-01,36,52,1.4444444444444444,0.0,3.1481917208313583,11,7,29,5.142857142857143,0.10786489151873767,4.615384615384616,0.8055555555555556,0.19444444444444445,2.1795173451909404,INTERMITTENT
MED-0147,PATIENT_MONITORING,CABLES,2022-01-01,2025-12-01,48,77,1.6041666666666667,0.0,2.79619485618561,9,14,34,3.4285714285714284,0.17164653528289892,2.6493506493506493,0.7083333333333334,0.2916666666666667,1.7430825077520684,STABLE
MED-0148,PATIENT_MONITORING,POWER COMPONENTS,2022-01-01,2025-12-01,48,186,3.875,4.0,1.9199401586419191,10,48,0,1.0,0.24548896318108354,0.6451612903225806,0.0,1.0,0.4954684280366243,STABLE
MED-0149,PATIENT_MONITORING,SENSOR MODULES,2023-01-01,2025-12-01,36,54,1.5,0.0,6.276941930590086,36,3,33,12.0,0.7530864197530864,8.0,0.9166666666666666,0.08333333333333333,4.184627953726724,LUMPY
MED-0150,PATIENT_MONITORING,MECHANICAL COMPONENTS,2022-07-01,2025-12-01,42,85,2.0238095238095237,0.0,4.826189201299131,27,10,32,4.2,0.6220684352172241,3.335294117647059,0.7619047619047619,0.23809523809523808,2.3847052524066297,INTERMITTENT
MED-0151,PATIENT_MONITORING,MECHANICAL COMPONENTS,2024-07-01,2025-12-01,18,34,1.8888888888888888,0.0,5.789329829028662,24,3,15,6.0,0.9679930795847751,6.352941176470589,0.8333333333333334,0.16666666666666666,3.0649393212504683,INTERMITTENT
MED-0152,PATIENT_MONITORING,CABLES,2023-01-01,2025-12-01,36,97,2.6944444444444446,0.0,4.521816603625738,18,12,24,3.0,0.268408390419231,3.463917525773196,0.6666666666666666,0.3333333333333333,1.6781999766033666,STABLE
MED-0153,PATIENT_MONITORING,ELECTRODES,2023-01-01,2025-12-01,36,39,1.0833333333333333,0.0,2.8422827847649903,15,7,29,5.142857142857143,0.5783475783475786,4.615384615384616,0.8055555555555556,0.19444444444444445,2.6236456474753758,INTERMITTENT
MED-0154,PATIENT_MONITORING,ELECTRODES,2023-07-01,2025-12-01,30,40,1.3333333333333333,0.0,3.1440511241492826,12,5,25,6.0,0.07812500000000001,7.125,0.8333333333333334,0.16666666666666666,2.358038343111962,INTERMITTENT
MED-0155,PATIENT_MONITORING,CONTROL MODULES,2022-01-01,2025-12-01,48,193,4.020833333333333,4.0,2.2264329197393957,10,48,0,1.0,0.3066105444498582,1.1813471502590673,0.0,1.0,0.5537242494688653,STABLE
MED-0156,PATIENT_MONITORING,MECHANICAL COMPONENTS,2022-01-01,2025-12-01,48,176,3.6666666666666665,0.0,7.91264362131988,42,12,36,4.0,0.42543200601051845,3.9545454545454546,0.75,0.25,2.157993714905422,INTERMITTENT
MED-0157,PATIENT_MONITORING,ELECTRODES,2024-07-01,2025-12-01,18,3,0.16666666666666666,0.0,0.7071067811865476,3,1,17,18.0,0.0,9.0,0.9444444444444444,0.05555555555555555,4.242640687119286,LUMPY
MED-0158,PATIENT_MONITORING,CABLES,2022-01-01,2025-12-01,48,54,1.125,0.0,2.702441764286828,14,11,37,4.363636363636363,0.5764060356652947,3.5555555555555554,0.7708333333333334,0.22916666666666666,2.402170457143847,INTERMITTENT
MED-0159,PATIENT_MONITORING,SENSORS,2024-01-01,2025-12-01,24,39,1.625,0.0,3.333786201120673,11,5,19,4.8,0.06081525312294543,5.230769230769231,0.7916666666666666,0.20833333333333334,2.051560739151183,INTERMITTENT
MED-0160,PATIENT_MONITORING,CABLES,2023-01-01,2025-12-01,36,129,3.5833333333333335,3.0,2.3099165105506057,9,34,2,1.0588235294117647,0.33588089293876205,1.302325581395349,0.05555555555555555,0.9444444444444444,0.6446278634094713,STABLE
MED-0161,PATIENT_MONITORING,DISPLAY COMPONENTS,2024-01-01,2025-12-01,24,104,4.333333333333333,3.0,3.2925035626624504,14,24,0,1.0,0.5773089786467714,1.7307692307692308,0.0,1.0,0.7598085144605655,STABLE
MED-0162,PATIENT_MONITORING,CONTROL MODULES,2022-07-01,2025-12-01,42,171,4.071428571428571,4.0,2.1229622326162523,9,41,1,1.024390243902439,0.24116822270100202,1.2280701754385965,0.023809523809523808,0.9761904761904762,0.5214293202917111,STABLE
MED-0163,PATIENT_MONITORING,POWER COMPONENTS,2022-07-01,2025-12-01,42,127,3.0238095238095237,2.0,1.8278081667782402,7,40,2,1.05,0.29957188119504446,0.9370078740157479,0.047619047619047616,0.9523809523809523,0.6044719921628826,STABLE
MED-0164,PATIENT_MONITORING,SENSORS,2024-07-01,2025-12-01,18,31,1.7222222222222223,0.0,4.098860036006505,13,3,15,6.0,0.08740894901144639,3.7741935483870965,0.8333333333333334,0.16666666666666666,2.3799832467134543,INTERMITTENT
MED-0165,PATIENT_MONITORING,CONTROL MODULES,2023-01-01,2025-12-01,36,210,5.833333333333333,4.0,6.754892406883431,34,35,1,1.0285714285714285,1.2761437908496729,1.7714285714285716,0.027777777777777776,0.9722222222222222,1.1579815554657311,ERRATIC
MED-0166,PATIENT_MONITORING,SENSORS,2022-01-01,2025-12-01,48,79,1.6458333333333333,0.0,3.097628353828089,16,15,33,3.2,0.4247258909973221,2.430379746835443,0.6875,0.3125,1.8821033035917503,STABLE
MED-0167,PATIENT_MONITORING,MECHANICAL COMPONENTS,2022-01-01,2025-12-01,48,319,6.645833333333333,7.0,2.4537386440559095,12,48,0,1.0,0.13631941510008747,0.6018808777429467,0.0,1.0,0.3692145922090397,STABLE
MED-0168,PATIENT_MONITORING,SENSORS,2024-07-01,2025-12-01,18,53,2.9444444444444446,0.0,3.489011695936126,8,8,10,2.25,0.03865127396633271,2.7169811320754715,0.5555555555555556,0.4444444444444444,1.1849473684311371,STABLE
MED-0169,PATIENT_MONITORING,DISPLAY COMPONENTS,2022-07-01,2025-12-01,42,204,4.857142857142857,5.0,2.2907175206868877,10,41,1,1.024390243902439,0.1928525086505191,0.5490196078431373,0.023809523809523808,0.9761904761904762,0.47161831308259455,STABLE
MED-0170,PATIENT_MONITORING,DISPLAY COMPONENTS,2022-01-01,2025-12-01,48,382,7.958333333333333,6.0,6.655531480714379,40,48,0,1.0,0.6993929221098479,1.7591623036649215,0.0,1.0,0.8362971494091367,STABLE
MED-0171,PATIENT_MONITORING,MECHANICAL COMPONENTS,2023-07-01,2025-12-01,30,59,1.9666666666666666,0.0,6.217235960497698,33,6,24,5.0,1.3585751220913524,5.593220338983051,0.8,0.2,3.16130642059205,LUMPY
MED-0172,PATIENT_MONITORING,CABLES,2024-07-01,2025-12-01,18,3,0.16666666666666666,0.0,0.7071067811865476,3,1,17,18.0,0.0,18.0,0.9444444444444444,0.05555555555555555,4.242640687119286,LUMPY
MED-0173,PATIENT_MONITORING,CABLES,2022-01-01,2025-12-01,48,84,1.75,0.0,3.232152303131506,16,16,32,3.0,0.47649281934996224,3.4285714285714284,0.6666666666666666,0.3333333333333333,1.8469441732180034,STABLE
MED-0174,PATIENT_MONITORING,SENSOR MODULES,2022-01-01,2025-12-01,48,69,1.4375,0.0,2.9815478630359884,15,13,35,3.6923076923076925,0.4459847371000492,2.608695652173913,0.7291666666666666,0.2708333333333333,2.0741202525467743,STABLE
MED-0175,PATIENT_MONITORING,ELECTRODES,2024-01-01,2025-12-01,24,14,0.5833333333333334,0.0,2.165272684236664,10,2,22,12.0,0.3673469387755101,8.571428571428571,0.9166666666666666,0.08333333333333333,3.7118960301199952,LUMPY
MED-0176,PATIENT_MONITORING,POWER COMPONENTS,2024-07-01,2025-12-01,18,68,3.7777777777777777,3.0,3.020626260651249,12,18,0,1.0,0.6393242418074497,2.3823529411764706,0.0,1.0,0.7995775395841542,STABLE
MED-0177,PATIENT_MONITORING,MECHANICAL COMPONENTS,2024-07-01,2025-12-01,18,93,5.166666666666667,4.5,2.8127859331777016,10,17,1,1.0588235294117647,0.22186090877558093,1.3548387096774193,0.05555555555555555,0.9444444444444444,0.544410180615039,STABLE
MED-0178,PATIENT_MONITORING,ELECTRODES,2022-01-01,2025-12-01,48,245,5.104166666666667,0.0,20.098946286906973,128,7,41,6.857142857142857,1.5866666666666664,6.2693877551020405,0.8541666666666666,0.14583333333333334,3.937752741924631,LUMPY
MED-0179,PATIENT_MONITORING,SENSOR MODULES,2022-01-01,2025-12-01,48,57,1.1875,0.0,2.7105487392934124,13,11,37,4.363636363636363,0.43810403200984915,4.421052631578948,0.7708333333333334,0.22916666666666666,2.282567359404979,INTERMITTENT
MED-0180,PATIENT_MONITORING,ELECTRODES,2022-07-01,2025-12-01,42,52,1.2380952380952381,0.0,5.533972788149285,34,3,39,14.0,0.6967455621301776,6.865384615384615,0.9285714285714286,0.07142857142857142,4.46974725196673,LUMPY
MED-0181,PATIENT_MONITORING,CONTROL MODULES,2022-01-01,2025-12-01,48,153,3.1875,3.0,2.531976353625592,11,41,7,1.170731707317073,0.3914520056388569,1.4901960784313726,0.14583333333333334,0.8541666666666666,0.7943455227060682,STABLE
MED-0182,PATIENT_MONITORING,ELECTRODES,2024-01-01,2025-12-01,24,15,0.625,0.0,2.355613092907717,11,2,22,12.0,0.43555555555555553,8.8,0.9166666666666666,0.08333333333333333,3.7689809486523473,LUMPY
MED-0183,PATIENT_MONITORING,SENSORS,2023-01-01,2025-12-01,36,28,0.7777777777777778,0.0,3.347588565870843,19,3,33,12.0,0.8762755102040813,11.142857142857142,0.9166666666666666,0.08333333333333333,4.304042441833941,LUMPY
MED-0184,PATIENT_MONITORING,SENSORS,2024-01-01,2025-12-01,24,112,4.666666666666667,0.0,13.492885940913188,54,4,20,6.0,0.6692176870748298,5.785714285714286,0.8333333333333334,0.16666666666666666,2.8913327016242545,INTERMITTENT
MED-0185,PATIENT_MONITORING,CABLES,2022-01-01,2025-12-01,48,35,0.7291666666666666,0.0,2.1609649473200854,12,7,41,6.857142857142857,0.4666666666666666,5.142857142857143,0.8541666666666666,0.14583333333333334,2.963609070610403,INTERMITTENT
MED-0186,PATIENT_MONITORING,SENSOR MODULES,2023-07-01,2025-12-01,30,45,1.5,0.0,2.7386127875258306,10,9,21,3.3333333333333335,0.29999999999999993,3.0,0.7,0.3,1.8257418583505538,STABLE
MED-0187,PATIENT_MONITORING,CONTROL MODULES,2024-01-01,2025-12-01,24,35,1.4583333333333333,0.0,5.200160253940898,23,2,22,12.0,0.19755102040816322,7.885714285714286,0.9166666666666666,0.08333333333333333,3.565824174130902,LUMPY
MED-0188,PATIENT_MONITORING,CABLES,2022-07-01,2025-12-01,42,274,6.523809523809524,6.0,2.4518593764443968,12,42,0,1.0,0.14125003736051536,0.5748175182481752,0.0,1.0,0.3758324591630097,STABLE
MED-0189,PATIENT_MONITORING,CABLES,2022-01-01,2025-12-01,48,276,5.75,6.0,2.522241488767397,12,46,2,1.0434782608695652,0.14197530864197527,0.5217391304347826,0.041666666666666664,0.9583333333333334,0.4386506936986777,STABLE
MED-0190,PATIENT_MONITORING,DISPLAY COMPONENTS,2023-01-01,2025-12-01,36,116,3.2222222222222223,2.5,2.2942301679413215,9,32,4,1.125,0.3375397951747153,1.3448275862068964,0.1111111111111111,0.8888888888888888,0.7120024659128239,STABLE
MED-0191,PATIENT_MONITORING,MECHANICAL COMPONENTS,2022-01-01,2025-12-01,48,104,2.1666666666666665,0.0,6.758236372401325,38,7,41,6.857142857142857,0.6243219921104536,4.384615384615385,0.8541666666666666,0.14583333333333334,3.119186018031381,INTERMITTENT
MED-0192,PATIENT_MONITORING,CABLES,2022-01-01,2025-12-01,48,75,1.5625,0.0,3.01701733787217,9,13,35,3.6923076923076925,0.28118518518518526,2.88,0.7291666666666666,0.2708333333333333,1.9308910962381887,STABLE
MED-0193,PATIENT_MONITORING,MECHANICAL COMPONENTS,2022-07-01,2025-12-01,42,260,6.190476190476191,0.0,11.801690857024902,55,11,31,3.8181818181818183,0.21023668639053256,2.9615384615384612,0.7380952380952381,0.2619047619047619,1.9064269845963302,STABLE
MED-0194,PATIENT_MONITORING,ELECTRODES,2022-01-01,2025-12-01,48,122,2.5416666666666665,0.0,9.673298043349073,63,6,42,8.0,1.0774522977694172,6.19672131147541,0.875,0.125,3.805887754760291,LUMPY
MED-0195,PATIENT_MONITORING,ELECTRODES,2022-01-01,2025-12-01,48,26,0.5416666666666666,0.0,2.592610885897411,17,3,45,16.0,0.6967455621301776,10.153846153846155,0.9375,0.0625,4.7863585585798365,LUMPY
MED-0196,PATIENT_MONITORING,MECHANICAL COMPONENTS,2023-07-01,2025-12-01,30,44,1.4666666666666666,0.0,3.729965640345889,15,5,25,6.0,0.26084710743801653,5.909090909090909,0.8333333333333334,0.16666666666666666,2.5431583911449245,INTERMITTENT
MED-0197,PATIENT_MONITORING,CABLES,2024-01-01,2025-12-01,24,27,1.125,0.0,2.3277625009587135,8,5,19,4.8,0.07887517146776404,4.0,0.7916666666666666,0.20833333333333334,2.069122223074412,INTERMITTENT
MED-0198,PATIENT_MONITORING,MECHANICAL COMPONENTS,2022-01-01,2025-12-01,48,56,1.1666666666666667,0.0,4.999290729835427,30,3,45,16.0,0.2793367346938776,6.428571428571428,0.9375,0.0625,4.285106339858937,LUMPY
MED-0199,PATIENT_MONITORING,POWER COMPONENTS,2024-01-01,2025-12-01,24,3,0.125,0.0,0.6123724356957945,3,1,23,24.0,0.0,12.0,0.9583333333333334,0.041666666666666664,4.898979485566356,LUMPY
MED-0200,PATIENT_MONITORING,CONTROL MODULES,2023-01-01,2025-12-01,36,168,4.666666666666667,3.0,5.966573556070519,31,33,3,1.0909090909090908,1.4164341517857144,2.571428571428571,0.08333333333333333,0.9166666666666666,1.2785514763008254,ERRATIC
MED-0201,PATIENT_MONITORING,SENSORS,2024-01-01,2025-12-01,24,38,1.5833333333333333,0.0,6.268740020871449,30,2,22,12.0,0.6703601108033241,9.473684210526317,0.9166666666666666,0.08333333333333333,3.9592042237082836,LUMPY
MED-0202,PATIENT_MONITORING,ELECTRODES,2024-01-01,2025-12-01,24,24,1.0,0.0,2.5194892512087685,9,4,20,6.0,0.24074074074074073,7.5,0.8333333333333334,0.16666666666666666,2.5194892512087685,INTERMITTENT
MED-0203,PATIENT_MONITORING,POWER COMPONENTS,2022-07-01,2025-12-01,42,99,2.357142857142857,0.0,7.6023790518091605,44,7,35,6.0,1.0022786790463556,4.666666666666667,0.8333333333333334,0.16666666666666666,3.2252517189493406,LUMPY
MED-0204,PATIENT_MONITORING,CABLES,2024-01-01,2025-12-01,24,122,5.083333333333333,5.0,2.282574188835104,11,23,1,1.0434782608695652,0.15003298233612666,1.180327868852459,0.041666666666666664,0.9583333333333334,0.44903098796756147,STABLE
MED-0205,PATIENT_MONITORING,CONTROL MODULES,2022-01-01,2025-12-01,48,294,6.125,5.5,4.369259151379659,16,44,4,1.0909090909090908,0.38209316316306624,1.0204081632653061,0.08333333333333333,0.9166666666666666,0.7133484328783116,STABLE
MED-0206,PATIENT_MONITORING,SENSORS,2022-01-01,2025-12-01,48,103,2.1458333333333335,0.0,3.859167495570158,12,13,35,3.6923076923076925,0.13928425550633106,3.262135922330097,0.7291666666666666,0.2708333333333333,1.7984469882268697,STABLE
MED-0207,PATIENT_MONITORING,CABLES,2022-01-01,2025-12-01,48,53,1.1041666666666667,0.0,2.0549844264392374,8,14,34,3.4285714285714284,0.30248925158145523,2.2641509433962264,0.7083333333333334,0.2916666666666667,1.861117971114781,STABLE
MED-0208,PATIENT_MONITORING,SENSORS,2022-01-01,2025-12-01,48,62,1.2916666666666667,0.0,5.881664018898536,37,3,45,16.0,0.4971383975026014,7.161290322580645,0.9375,0.0625,4.5535463372117695,LUMPY
MED-0209,PATIENT_MONITORING,SENSORS,2022-01-01,2025-12-01,48,57,1.1875,0.0,2.3215571626764797,7,11,37,4.363636363636363,0.09547553093259466,2.736842105263158,0.7708333333333334,0.22916666666666666,1.9549955054117725,INTERMITTENT
MED-0210,PATIENT_MONITORING,POWER COMPONENTS,2022-07-01,2025-12-01,42,72,1.7142857142857142,0.0,6.141763130844489,34,4,38,10.5,0.38477366255144024,6.611111111111112,0.9047619047619048,0.09523809523809523,3.5826951596592855,INTERMITTENT
MED-0211,PATIENT_MONITORING,CONTROL MODULES,2022-01-01,2025-12-01,48,221,4.604166666666667,5.0,2.367686574762812,9,46,2,1.0434782608695652,0.21107493931555685,1.0316742081447963,0.041666666666666664,0.9583333333333334,0.5142486678217871,STABLE
MED-0212,PATIENT_MONITORING,POWER COMPONENTS,2022-01-01,2025-12-01,48,168,3.5,0.0,6.94047640770844,32,12,36,4.0,0.2319109461966605,2.857142857142857,0.75,0.25,1.9829932593452686,INTERMITTENT
MED-0213,PATIENT_MONITORING,DISPLAY COMPONENTS,2022-01-01,2025-12-01,48,224,4.666666666666667,4.0,4.483223257896247,21,41,7,1.170731707317073,0.6417281170280609,1.5,0.14583333333333334,0.8541666666666666,0.9606906981206244,STABLE
MED-0214,PATIENT_MONITORING,MECHANICAL COMPONENTS,2023-07-01,2025-12-01,30,214,7.133333333333334,6.0,3.794127343520586,18,30,0,1.0,0.28290379223000955,1.4018691588785046,0.0,1.0,0.5318870107739139,STABLE
MED-0215,PATIENT_MONITORING,CABLES,2022-07-01,2025-12-01,42,101,2.4047619047619047,0.0,3.682917214684668,13,15,27,2.8,0.18737658772949428,2.391089108910891,0.6428571428571429,0.35714285714285715,1.531510128878773,STABLE
MED-0216,PATIENT_MONITORING,POWER COMPONENTS,2022-07-01,2025-12-01,42,191,4.5476190476190474,4.5,2.380842041578024,10,41,1,1.024390243902439,0.2433184397357529,0.9528795811518325,0.023809523809523808,0.9761904761904762,0.5235359463155864,STABLE
MED-0217,PATIENT_MONITORING,MECHANICAL COMPONENTS,2024-01-01,2025-12-01,24,35,1.4583333333333333,0.0,2.431302507722552,7,7,17,3.4285714285714284,0.08,3.771428571428572,0.7083333333333334,0.2916666666666667,1.6671788624383215,STABLE
MED-0218,PATIENT_MONITORING,SENSORS,2022-01-01,2025-12-01,48,127,2.6458333333333335,0.0,7.974666226146379,50,9,39,5.333333333333333,0.9622729245458489,4.724409448818897,0.8125,0.1875,3.014047077598631,INTERMITTENT
MED-0219,PATIENT_MONITORING,SENSOR MODULES,2022-07-01,2025-12-01,42,56,1.3333333333333333,0.0,2.0442264523818996,7,15,27,2.8,0.18927660349854225,3.5000000000000004,0.6428571428571429,0.35714285714285715,1.5331698392864248,STABLE
MED-0220,PATIENT_MONITORING,SENSORS,2022-01-01,2025-12-01,48,111,2.3125,0.0,5.878761810579836,26,11,37,4.363636363636363,0.7472607742878012,5.405405405405405,0.7708333333333334,0.22916666666666666,2.542167269439929,INTERMITTENT
MED-0221,PATIENT_MONITORING,ELECTRODES,2023-07-01,2025-12-01,30,19,0.6333333333333333,0.0,1.8842968748696893,8,4,26,7.5,0.3656509695290858,6.315789473684211,0.8666666666666667,0.13333333333333333,2.9752055918995097,INTERMITTENT
MED-0222,PATIENT_MONITORING,DISPLAY COMPONENTS,2023-01-01,2025-12-01,36,227,6.305555555555555,6.5,2.201550680049268,11,36,0,1.0,0.12190195257594195,0.7400881057268722,0.0,1.0,0.34914460124129365,STABLE
MED-0223,PATIENT_MONITORING,SENSOR MODULES,2024-01-01,2025-12-01,24,51,2.125,0.0,5.1271867021068065,18,4,20,6.0,0.12866846084839165,7.764705882352941,0.8333333333333334,0.16666666666666666,2.412793742167909,INTERMITTENT
MED-0224,PATIENT_MONITORING,ELECTRODES,2024-07-01,2025-12-01,18,17,0.9444444444444444,0.0,2.6451336499586917,11,4,14,4.5,1.1580161476355249,5.823529411764706,0.7777777777777778,0.2222222222222222,2.8007297470150854,LUMPY
MED-0225,PATIENT_MONITORING,SENSORS,2022-01-01,2025-12-01,48,84,1.75,0.0,3.083932278418633,13,14,34,3.4285714285714284,0.1923076923076923,2.4285714285714284,0.7083333333333334,0.2916666666666667,1.7622470162392188,STABLE
MED-0226,PATIENT_MONITORING,CONTROL MODULES,2023-01-01,2025-12-01,36,41,1.1388888888888888,0.0,4.5679177987210995,26,4,32,9.0,1.1318659528058694,7.609756097560975,0.8888888888888888,0.1111111111111111,4.0108546525356,LUMPY
MED-0227,PATIENT_MONITORING,SENSOR MODULES,2024-07-01,2025-12-01,18,32,1.7777777777777777,0.0,2.7558612522821364,8,6,12,3.0,0.1078125,2.8125,0.6666666666666666,0.3333333333333333,1.5501719544087018,STABLE
