PART_ID,DATE,EVENT_TYPE
MED-0481,2023-08-01,REACTIVATION
MED-0481,2024-05-01,REACTIVATION
MED-0482,2022-01-01,NEW_PRODUCT
MED-0483,2024-07-01,NEW_PRODUCT
MED-0484,2022-01-01,NEW_PRODUCT
MED-0484,2022-09-01,LARGE_ORDER
MED-0487,2022-07-01,NEW_PRODUCT
MED-0488,2022-07-01,REACTIVATION
MED-0488,2023-08-01,REACTIVATION
MED-0489,2023-01-01,REACTIVATION
MED-0490,2023-07-01,NEW_PRODUCT
MED-0493,2022-01-01,NEW_PRODUCT
MED-0493,2025-12-01,EMERGENCY_REPLACEMENT
MED-0494,2022-01-01,NEW_PRODUCT
MED-0495,2022-01-01,NEW_PRODUCT
MED-0496,2025-08-01,REACTIVATION
MED-0498,2022-01-01,NEW_PRODUCT
MED-0499,2023-04-01,REACTIVATION
MED-0499,2024-03-01,REACTIVATION
MED-0500,2022-07-01,NEW_PRODUCT
MED-0500,2024-09-01,LARGE_ORDER
MED-0503,2022-07-01,NEW_PRODUCT
MED-0503,2024-01-01,LARGE_ORDER
MED-0503,2024-06-01,LARGE_ORDER
MED-0504,2022-01-01,NEW_PRODUCT
MED-0505,2022-01-01,NEW_PRODUCT
MED-0505,2022-07-01,LARGE_ORDER
MED-0506,2022-07-01,NEW_PRODUCT
MED-0506,2024-10-01,MAINTENANCE_EVENT
MED-0507,2022-07-01,NEW_PRODUCT
MED-0507,2023-10-01,LARGE_ORDER
MED-0508,2022-01-01,NEW_PRODUCT
MED-0508,2023-05-01,MAINTENANCE_EVENT
MED-0508,2024-10-01,LARGE_ORDER
MED-0509,2022-01-01,NEW_PRODUCT
MED-0509,2025-05-01,REACTIVATION
MED-0512,2024-01-01,NEW_PRODUCT
MED-0513,2023-10-01,LARGE_ORDER
MED-0514,2025-01-01,REACTIVATION
MED-0517,2023-07-01,LARGE_ORDER
MED-0518,2023-10-01,REACTIVATION
MED-0519,2024-06-01,REACTIVATION
MED-0520,2024-07-01,NEW_PRODUCT
MED-0521,2022-01-01,NEW_PRODUCT
MED-0521,2022-03-01,LARGE_ORDER
MED-0522,2023-01-01,NEW_PRODUCT
MED-0522,2023-02-01,LARGE_ORDER
MED-0523,2023-01-01,NEW_PRODUCT
MED-0523,2023-04-01,MAINTENANCE_EVENT
MED-0523,2023-11-01,LARGE_ORDER
MED-0524,2022-01-01,NEW_PRODUCT
MED-0524,2022-03-01,LARGE_ORDER
MED-0524,2022-05-01,LARGE_ORDER
MED-0524,2025-07-01,LARGE_ORDER
MED-0525,2024-01-01,NEW_PRODUCT
MED-0526,2023-09-01,REACTIVATION
MED-0527,2023-01-01,NEW_PRODUCT
MED-0527,2024-02-01,REACTIVATION
MED-0528,2022-07-01,NEW_PRODUCT
MED-0528,2024-08-01,LARGE_ORDER
MED-0528,2025-03-01,MAINTENANCE_EVENT
MED-0531,2025-04-01,REACTIVATION
MED-0532,2023-07-01,NEW_PRODUCT
MED-0533,2023-07-01,NEW_PRODUCT
MED-0534,2022-01-01,NEW_PRODUCT
MED-0534,2022-11-01,LARGE_ORDER
MED-0535,2022-01-01,NEW_PRODUCT
MED-0536,2025-05-01,REACTIVATION
MED-0537,2022-01-01,NEW_PRODUCT
MED-0537,2023-09-01,LARGE_ORDER
MED-0538,2023-07-01,NEW_PRODUCT
MED-0539,2022-01-01,NEW_PRODUCT
MED-0540,2023-03-01,REACTIVATION
MED-0540,2023-09-01,MAINTENANCE_EVENT
MED-0541,2022-01-01,NEW_PRODUCT
MED-0542,2022-07-01,NEW_PRODUCT
MED-0542,2024-03-01,LARGE_ORDER
MED-0544,2023-01-01,NEW_PRODUCT
MED-0545,2024-06-01,LARGE_ORDER
MED-0546,2022-10-01,REACTIVATION
MED-0546,2024-10-01,REACTIVATION
MED-0547,2022-01-01,NEW_PRODUCT
MED-0548,2022-07-01,NEW_PRODUCT
MED-0549,2022-01-01,NEW_PRODUCT
MED-0549,2023-01-01,REACTIVATION
MED-0549,2024-03-01,REACTIVATION
MED-0551,2022-01-01,NEW_PRODUCT
MED-0552,2022-05-01,EMERGENCY_REPLACEMENT
MED-0553,2024-01-01,NEW_PRODUCT
MED-0553,2025-05-01,REACTIVATION
MED-0554,2023-01-01,NEW_PRODUCT
MED-0555,2023-09-01,EMERGENCY_REPLACEMENT
MED-0558,2022-01-01,NEW_PRODUCT
MED-0558,2023-03-01,LARGE_ORDER
MED-0558,2023-09-01,MAINTENANCE_EVENT
MED-0559,2024-07-01,NEW_PRODUCT
MED-0560,2025-07-01,REACTIVATION
MED-0561,2022-01-01,NEW_PRODUCT
MED-0561,2023-03-01,LARGE_ORDER
MED-0562,2022-01-01,NEW_PRODUCT
MED-0562,2022-10-01,LARGE_ORDER
MED-0562,2024-09-01,MAINTENANCE_EVENT
MED-0562,2025-09-01,MAINTENANCE_EVENT
MED-0564,2023-07-01,NEW_PRODUCT
MED-0564,2024-02-01,REACTIVATION
MED-0565,2024-03-01,REACTIVATION
MED-0566,2022-07-01,NEW_PRODUCT
MED-0566,2024-08-01,REACTIVATION
MED-0568,2023-07-01,NEW_PRODUCT
MED-0569,2024-01-01,NEW_PRODUCT
MED-0570,2022-01-01,NEW_PRODUCT
MED-0570,2025-04-01,LARGE_ORDER
MED-0571,2022-07-01,NEW_PRODUCT
MED-0572,2023-01-01,NEW_PRODUCT
MED-0574,2023-07-01,REACTIVATION
MED-0574,2025-06-01,REACTIVATION
MED-0575,2024-06-01,REACTIVATION
MED-0576,2024-07-01,NEW_PRODUCT
MED-0578,2023-07-01,NEW_PRODUCT
MED-0578,2025-07-01,LARGE_ORDER
MED-0579,2024-01-01,NEW_PRODUCT
MED-0580,2022-01-01,NEW_PRODUCT
MED-0581,2025-08-01,REACTIVATION
MED-0582,2024-12-01,REACTIVATION
MED-0583,2022-07-01,REACTIVATION
MED-0583,2023-12-01,REACTIVATION
MED-0584,2024-07-01,NEW_PRODUCT
MED-0584,2025-02-01,LARGE_ORDER
MED-0585,2022-01-01,NEW_PRODUCT
MED-0586,2022-01-01,NEW_PRODUCT
MED-0588,2024-06-01,LARGE_ORDER
MED-0589,2025-11-01,REACTIVATION
MED-0590,2022-01-01,NEW_PRODUCT
MED-0591,2023-07-01,REACTIVATION
MED-0591,2024-02-01,REACTIVATION
MED-0593,2022-01-01,NEW_PRODUCT
MED-0593,2024-04-01,MAINTENANCE_EVENT
MED-0593,2025-02-01,LARGE_ORDER
MED-0594,2022-01-01,NEW_PRODUCT
MED-0595,2024-07-01,NEW_PRODUCT
MED-0596,2022-01-01,NEW_PRODUCT
MED-0596,2023-09-01,LARGE_ORDER
MED-0598,2025-10-01,LARGE_ORDER
MED-0599,2022-01-01,NEW_PRODUCT
MED-0599,2023-09-01,LARGE_ORDER
MED-0600,2022-07-01,NEW_PRODUCT
MED-0601,2023-09-01,REACTIVATION
MED-0602,2022-01-01,NEW_PRODUCT
MED-0602,2023-12-01,LARGE_ORDER
MED-0603,2022-07-01,NEW_PRODUCT
MED-0604,2022-01-01,NEW_PRODUCT
MED-0604,2022-11-01,LARGE_ORDER
MED-0605,2022-07-01,NEW_PRODUCT
MED-0606,2022-01-01,NEW_PRODUCT
MED-0606,2023-08-01,REACTIVATION
MED-0607,2022-01-01,NEW_PRODUCT
MED-0608,2022-10-01,REACTIVATION
MED-0609,2024-07-01,NEW_PRODUCT
MED-0610,2023-01-01,NEW_PRODUCT
MED-0610,2024-07-01,LARGE_ORDER
MED-0611,2024-07-01,NEW_PRODUCT
MED-0611,2025-09-01,MAINTENANCE_EVENT
MED-0612,2022-01-01,NEW_PRODUCT
MED-0612,2022-03-01,MAINTENANCE_EVENT
MED-0613,2022-01-01,NEW_PRODUCT
MED-0613,2022-02-01,LARGE_ORDER
MED-0614,2023-03-01,REACTIVATION
MED-0614,2024-04-01,REACTIVATION
MED-0615,2024-01-01,NEW_PRODUCT
MED-0616,2022-01-01,NEW_PRODUCT
MED-0616,2025-04-01,MAINTENANCE_EVENT
MED-0617,2022-01-01,NEW_PRODUCT
MED-0618,2024-04-01,REACTIVATION
MED-0618,2025-07-01,REACTIVATION
MED-0620,2022-12-01,EMERGENCY_REPLACEMENT
MED-0620,2023-04-01,REACTIVATION
MED-0620,2023-08-01,EMERGENCY_REPLACEMENT
MED-0620,2024-02-01,REACTIVATION
MED-0621,2022-01-01,NEW_PRODUCT
MED-0621,2024-07-01,LARGE_ORDER
MED-0621,2024-08-01,LARGE_ORDER
MED-0622,2024-01-01,NEW_PRODUCT
MED-0623,2023-07-01,NEW_PRODUCT
MED-0623,2024-05-01,MAINTENANCE_EVENT
MED-0624,2022-01-01,NEW_PRODUCT
MED-0625,2024-07-01,NEW_PRODUCT
MED-0626,2022-01-01,NEW_PRODUCT
MED-0626,2023-04-01,MAINTENANCE_EVENT
MED-0627,2022-01-01,NEW_PRODUCT
MED-0627,2025-02-01,LARGE_ORDER
MED-0628,2022-01-01,NEW_PRODUCT
MED-0629,2022-01-01,NEW_PRODUCT
MED-0630,2022-01-01,NEW_PRODUCT
MED-0631,2022-01-01,NEW_PRODUCT
MED-0632,2022-01-01,NEW_PRODUCT
MED-0633,2025-02-01,REACTIVATION
MED-0634,2022-07-01,NEW_PRODUCT
MED-0636,2023-06-01,REACTIVATION
MED-0637,2024-07-01,NEW_PRODUCT
MED-0637,2025-10-01,MAINTENANCE_EVENT
MED-0639,2022-07-01,NEW_PRODUCT
MED-0639,2024-12-01,LARGE_ORDER
MED-0640,2023-04-01,EMERGENCY_REPLACEMENT
MED-0640,2025-08-01,LARGE_ORDER
MED-0641,2023-02-01,REACTIVATION
MED-0643,2022-01-01,NEW_PRODUCT
MED-0646,2022-01-01,NEW_PRODUCT
MED-0647,2022-01-01,NEW_PRODUCT
MED-0647,2022-04-01,LARGE_ORDER
MED-0648,2024-01-01,NEW_PRODUCT
MED-0648,2025-06-01,LARGE_ORDER
MED-0650,2022-01-01,NEW_PRODUCT
MED-0650,2022-04-01,MAINTENANCE_EVENT
MED-0650,2024-08-01,REACTIVATION
MED-0651,2023-01-01,NEW_PRODUCT
MED-0652,2024-07-01,NEW_PRODUCT
MED-0653,2022-07-01,NEW_PRODUCT
MED-0655,2024-01-01,NEW_PRODUCT
MED-0656,2022-01-01,NEW_PRODUCT
MED-0657,2022-01-01,NEW_PRODUCT
MED-0658,2023-07-01,NEW_PRODUCT
MED-0659,2022-01-01,NEW_PRODUCT
MED-0659,2023-09-01,LARGE_ORDER
MED-0659,2025-01-01,LARGE_ORDER
MED-0660,2023-09-01,REACTIVATION
MED-0662,2023-01-01,NEW_PRODUCT
MED-0662,2023-09-01,REACTIVATION
MED-0663,2023-05-01,REACTIVATION
MED-0663,2024-08-01,REACTIVATION
MED-0664,2024-06-01,EMERGENCY_REPLACEMENT
MED-0664,2025-02-01,REACTIVATION
MED-0665,2023-01-01,NEW_PRODUCT
MED-0666,2022-09-01,LARGE_ORDER
MED-0666,2023-06-01,REACTIVATION
MED-0667,2022-01-01,NEW_PRODUCT
MED-0668,2022-01-01,NEW_PRODUCT
MED-0668,2023-01-01,REACTIVATION
MED-0669,2022-01-01,NEW_PRODUCT
MED-0672,2023-01-01,NEW_PRODUCT
MED-0673,2023-07-01,NEW_PRODUCT
MED-0674,2022-01-01,NEW_PRODUCT
MED-0674,2023-03-01,MAINTENANCE_EVENT
MED-0675,2023-08-01,REACTIVATION
MED-0675,2024-06-01,REACTIVATION
MED-0676,2023-01-01,NEW_PRODUCT
MED-0677,2022-01-01,NEW_PRODUCT
MED-0678,2022-01-01,NEW_PRODUCT
MED-0679,2024-01-01,NEW_PRODUCT
MED-0680,2024-07-01,NEW_PRODUCT
MED-0680,2025-11-01,EMERGENCY_REPLACEMENT
MED-0681,2024-07-01,NEW_PRODUCT
MED-0681,2025-05-01,MAINTENANCE_EVENT
MED-0682,2022-07-01,EMERGENCY_REPLACEMENT
MED-0682,2025-09-01,REACTIVATION
MED-0683,2022-07-01,NEW_PRODUCT
MED-0683,2025-08-01,LARGE_ORDER
MED-0684,2022-01-01,NEW_PRODUCT
MED-0684,2023-03-01,REACTIVATION
MED-0684,2023-09-01,LARGE_ORDER
MED-0684,2025-10-01,REACTIVATION
MED-0685,2024-07-01,NEW_PRODUCT
MED-0687,2023-09-01,REACTIVATION
MED-0687,2024-09-01,LARGE_ORDER
MED-0687,2025-11-01,REACTIVATION
MED-0688,2023-09-01,REACTIVATION
MED-0689,2022-07-01,NEW_PRODUCT
MED-0689,2023-03-01,MAINTENANCE_EVENT
MED-0689,2024-12-01,REACTIVATION
MED-0690,2022-01-01,NEW_PRODUCT
MED-0690,2023-02-01,REACTIVATION
MED-0691,2023-01-01,NEW_PRODUCT
MED-0692,2023-07-01,NEW_PRODUCT
MED-0692,2024-05-01,EMERGENCY_REPLACEMENT
MED-0694,2024-01-01,NEW_PRODUCT
MED-0696,2024-01-01,REACTIVATION
MED-0697,2022-01-01,NEW_PRODUCT
MED-0697,2025-03-01,REACTIVATION
MED-0698,2024-01-01,NEW_PRODUCT
MED-0698,2024-04-01,MAINTENANCE_EVENT
MED-0699,2024-01-01,NEW_PRODUCT
MED-0699,2025-09-01,MAINTENANCE_EVENT
MED-0700,2023-07-01,NEW_PRODUCT
