part_id,date,demand,microarea,category,subcategory,history_months,n_positive,coverage,adi,cv2,seasonality_strength,profile,history_before_current,previous_demand,baseline_q1,baseline_q3,baseline_median,baseline_iqr,upper_bound,outlier_method,is_quantity_outlier,year,previous_yearly_demand,yearly_ratio,passes_yearly_validation,previous_positive_date,has_previous_demand,months_since_previous_demand,previous_positive_demand,historical_positive_count,reactivation_demand_threshold,unusual_gap,is_reactivation,is_anomaly,anomaly_type,anomaly_score
MED-0170,2024-10-01,40,SOUTH,PATIENT_MONITORING,DISPLAY COMPONENTS,48.0,48.0,1.0,1.0,0.6993929221098479,1.7591623036649215,ERRATIC,33,7.0,5.5,7.5,6.5,2.0,13.5,IQR_ERRATIC,True,2024,88.0,1.4772727272727273,False,2024-09-01,True,0.9855453350854139,7.0,33,4.0,False,False,True,EXCEPTIONAL_SPIKE,2.962962962962963
MED-0173,2023-08-01,16,EAST,PATIENT_MONITORING,CABLES,48.0,16.0,0.3333333333333333,3.0,0.47649281934996224,3.4285714285714284,INTERMITTENT,19,4.0,2.0,4.0,3.0,2.0,9.0,MEDIAN_RELAXED_INTERMITTENT,True,2023,16.0,1.875,False,2023-07-01,True,1.0183968462549278,4.0,7,2.5,False,False,True,EXCEPTIONAL_SPIKE,1.7777777777777777
MED-0176,2025-05-01,10,NORTH,PATIENT_MONITORING,POWER COMPONENTS,18.0,18.0,1.0,1.0,0.6393242418074497,2.3823529411764706,ERRATIC,10,2.0,2.0,3.0,2.0,1.0,6.0,IQR_ERRATIC,True,2025,16.0,3.25,True,2025-04-01,True,0.9855453350854139,2.0,10,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.6666666666666667
MED-0176,2025-07-01,12,NORTH,PATIENT_MONITORING,POWER COMPONENTS,18.0,18.0,1.0,1.0,0.6393242418074497,2.3823529411764706,ERRATIC,12,3.0,2.0,3.25,2.5,1.25,7.0,IQR_ERRATIC,True,2025,16.0,3.25,True,2025-06-01,True,0.9855453350854139,3.0,12,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.7142857142857142
MED-0181,2023-09-01,11,NORTH,PATIENT_MONITORING,CONTROL MODULES,48.0,41.0,0.8541666666666666,1.170731707317073,0.3914520056388569,1.4901960784313726,STABLE,20,2.0,0.75,3.0,2.0,2.25,7.318527172024577,POISSON_STABLE,True,2023,44.0,0.8863636363636364,False,2023-08-01,True,1.0183968462549278,2.0,17,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.5030346600403466
MED-0184,2025-01-01,40,NORTH,PATIENT_MONITORING,SENSORS,24.0,4.0,0.16666666666666666,6.0,0.6692176870748298,5.785714285714286,LUMPY,12,0.0,7.0,11.0,9.0,4.0,22.5,MEDIAN_STRICT_LUMPY,True,2025,18.0,5.222222222222222,True,2024-02-01,True,11.005256241787121,,2,7.0,True,True,True,EXCEPTIONAL_SPIKE,1.7777777777777777
MED-0191,2022-09-01,23,SOUTH,PATIENT_MONITORING,MECHANICAL COMPONENTS,48.0,7.0,0.14583333333333334,6.857142857142857,0.6243219921104536,4.384615384615385,LUMPY,8,0.0,7.5,8.5,8.0,1.0,20.0,MEDIAN_STRICT_LUMPY,True,2022,,,True,2022-05-01,True,4.040735873850197,,2,7.5,False,False,True,EXCEPTIONAL_SPIKE,1.15
MED-0192,2023-07-01,9,SOUTH,PATIENT_MONITORING,CABLES,48.0,13.0,0.2708333333333333,3.6923076923076925,0.28118518518518526,2.88,INTERMITTENT,18,0.0,1.5,2.0,2.0,0.5,6.0,MEDIAN_RELAXED_INTERMITTENT,True,2023,17.0,1.0588235294117647,False,2023-04-01,True,2.9894875164257555,,5,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.5
MED-0200,2023-07-01,6,WEST,PATIENT_MONITORING,CONTROL MODULES,36.0,33.0,0.9166666666666666,1.0909090909090908,1.4164341517857144,2.571428571428571,ERRATIC,6,2.0,3.0,3.0,3.0,0.0,3.0,IQR_ERRATIC,True,2023,,,True,2023-06-01,True,0.9855453350854139,2.0,6,3.0,False,False,True,EXCEPTIONAL_SPIKE,2.0
MED-0200,2025-07-01,31,SOUTH,PATIENT_MONITORING,CONTROL MODULES,36.0,33.0,0.9166666666666666,1.0909090909090908,1.4164341517857144,2.571428571428571,ERRATIC,30,9.0,2.0,4.0,3.0,2.0,10.0,IQR_ERRATIC,True,2025,40.0,1.775,False,2025-06-01,True,0.9855453350854139,9.0,28,3.0,False,False,True,EXCEPTIONAL_SPIKE,3.1
MED-0203,2023-04-01,19,CENTRAL,PATIENT_MONITORING,POWER COMPONENTS,42.0,7.0,0.16666666666666666,6.0,1.0022786790463556,4.666666666666667,LUMPY,9,0.0,4.5,5.5,5.0,1.0,12.5,MEDIAN_STRICT_LUMPY,True,2023,10.0,6.9,True,2022-09-01,True,6.964520367936925,,2,4.5,False,False,True,EXCEPTIONAL_SPIKE,1.52
MED-0205,2022-10-01,16,WEST,PATIENT_MONITORING,CONTROL MODULES,48.0,44.0,0.9166666666666666,1.0909090909090908,0.38209316316306624,1.020408163265306,STABLE,9,4.0,4.0,6.0,4.0,2.0,13.998333166633326,POISSON_STABLE,True,2022,,,True,2022-09-01,True,0.9855453350854139,4.0,9,4.0,False,False,True,EXCEPTIONAL_SPIKE,1.1429932270891996
MED-0205,2022-11-01,16,WEST,PATIENT_MONITORING,CONTROL MODULES,48.0,44.0,0.9166666666666666,1.0909090909090908,0.38209316316306624,1.020408163265306,STABLE,10,16.0,4.0,8.25,4.5,4.25,15.759525373881349,POISSON_STABLE,True,2022,,,True,2022-10-01,True,1.0183968462549278,16.0,10,4.0,False,False,True,EXCEPTIONAL_SPIKE,1.0152590018045338
MED-0205,2024-03-01,12,WEST,PATIENT_MONITORING,CONTROL MODULES,48.0,44.0,0.9166666666666666,1.0909090909090908,0.38209316316306624,1.020408163265306,STABLE,26,4.0,0.0,6.0,4.0,6.0,10.208726403433653,POISSON_STABLE,True,2024,47.0,1.3829787234042554,False,2024-02-01,True,0.9526938239159001,4.0,22,4.0,False,False,True,EXCEPTIONAL_SPIKE,1.1754649430083524
MED-0205,2025-01-01,16,CENTRAL,PATIENT_MONITORING,CONTROL MODULES,48.0,44.0,0.9166666666666666,1.0909090909090908,0.38209316316306624,1.020408163265306,STABLE,36,12.0,2.75,7.25,4.5,4.5,13.562473358865216,POISSON_STABLE,True,2025,65.0,1.4923076923076923,False,2024-12-01,True,1.0183968462549278,12.0,32,3.75,False,False,True,EXCEPTIONAL_SPIKE,1.179725819667065
MED-0213,2023-11-01,19,CENTRAL,PATIENT_MONITORING,DISPLAY COMPONENTS,48.0,41.0,0.8541666666666666,1.170731707317073,0.6417281170280609,1.5,ERRATIC,22,7.0,3.75,7.25,6.0,3.5,17.75,IQR_ERRATIC,True,2023,35.0,2.257142857142857,True,2023-10-01,True,1.0183968462549278,7.0,18,3.25,False,False,True,EXCEPTIONAL_SPIKE,1.0704225352112675
MED-0213,2024-10-01,21,WEST,PATIENT_MONITORING,DISPLAY COMPONENTS,48.0,41.0,0.8541666666666666,1.170731707317073,0.6417281170280609,1.5,ERRATIC,33,4.0,1.75,5.5,4.0,3.75,16.75,IQR_ERRATIC,True,2024,79.0,0.7215189873417721,False,2024-09-01,True,0.9855453350854139,4.0,27,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.2537313432835822
MED-0213,2025-04-01,16,WEST,PATIENT_MONITORING,DISPLAY COMPONENTS,48.0,41.0,0.8541666666666666,1.170731707317073,0.6417281170280609,1.5,ERRATIC,39,6.0,1.75,5.25,5.0,3.5,15.75,IQR_ERRATIC,True,2025,57.0,0.9298245614035088,False,2025-03-01,True,1.0183968462549278,6.0,33,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.0158730158730158
MED-0214,2025-03-01,18,CENTRAL,PATIENT_MONITORING,MECHANICAL COMPONENTS,30.0,30.0,1.0,1.0,0.28290379223000955,1.4018691588785046,STABLE,20,9.0,4.75,9.0,7.5,4.25,16.948411872381445,POISSON_STABLE,True,2025,87.0,1.0919540229885059,False,2025-02-01,True,0.9198423127463863,9.0,20,5.0,False,False,True,EXCEPTIONAL_SPIKE,1.062046410928459
MED-0216,2023-03-01,10,EAST,PATIENT_MONITORING,POWER COMPONENTS,42.0,41.0,0.9761904761904762,1.024390243902439,0.2433184397357529,0.9528795811518324,STABLE,8,4.0,1.0,4.5,3.0,3.5,9.312184335382291,POISSON_STABLE,True,2023,19.0,3.0526315789473686,True,2023-02-01,True,0.9198423127463863,4.0,7,1.5,False,False,True,EXCEPTIONAL_SPIKE,1.0738619039148856
MED-0220,2022-12-01,19,SOUTH,PATIENT_MONITORING,SENSORS,48.0,11.0,0.22916666666666666,4.363636363636363,0.7472607742878012,5.405405405405405,LUMPY,11,0.0,3.5,4.5,4.0,1.0,12.0,MEDIAN_RELAXED_LUMPY,True,2022,,,True,2022-03-01,True,9.034165571616294,,2,3.5,True,True,True,EXCEPTIONAL_SPIKE,1.5833333333333333
MED-0224,2025-08-01,11,WEST,PATIENT_MONITORING,ELECTRODES,18.0,4.0,0.2222222222222222,4.5,1.1580161476355249,5.823529411764706,LUMPY,13,0.0,2.25,2.75,2.5,0.5,7.5,MEDIAN_RELAXED_LUMPY,True,2025,3.0,4.666666666666667,True,2025-01-01,True,6.964520367936925,,2,2.25,True,True,True,EXCEPTIONAL_SPIKE,1.4666666666666666
MED-0232,2022-09-01,10,SOUTH,RESPIRATORY,SENSORS,48.0,14.0,0.2916666666666667,3.4285714285714284,0.39561824438951104,2.4347826086956523,INTERMITTENT,8,0.0,2.5,3.5,3.0,1.0,9.0,MEDIAN_RELAXED_INTERMITTENT,True,2022,,,True,2022-02-01,True,6.964520367936925,,2,2.5,True,True,True,EXCEPTIONAL_SPIKE,1.1111111111111112
MED-0234,2024-10-01,8,CENTRAL,RESPIRATORY,VALVES,42.0,11.0,0.2619047619047619,3.8181818181818183,0.2592592592592593,2.404040404040404,INTERMITTENT,27,0.0,2.0,2.0,2.0,0.0,6.0,MEDIAN_RELAXED_INTERMITTENT,True,2024,36.0,0.2777777777777778,False,2024-05-01,True,5.026281208935611,,7,5.0,False,False,True,EXCEPTIONAL_SPIKE,1.3333333333333333
MED-0235,2022-08-01,10,NORTH,RESPIRATORY,SENSORS,48.0,41.0,0.8541666666666666,1.170731707317073,0.4513398535151967,1.3509933774834435,STABLE,7,2.0,0.5,3.0,2.0,2.5,6.949747468305833,POISSON_STABLE,True,2022,,,True,2022-07-01,True,1.0183968462549278,2.0,5,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.4389012040516256
MED-0235,2024-10-01,10,NORTH,RESPIRATORY,SENSORS,48.0,41.0,0.8541666666666666,1.170731707317073,0.4513398535151967,1.3509933774834435,STABLE,33,3.0,1.75,4.0,3.0,2.25,8.382142733160748,POISSON_STABLE,True,2024,33.0,1.5151515151515151,False,2024-09-01,True,0.9855453350854139,3.0,27,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.1930123738455105
MED-0235,2024-11-01,11,NORTH,RESPIRATORY,SENSORS,48.0,41.0,0.8541666666666666,1.170731707317073,0.4513398535151967,1.3509933774834435,STABLE,34,10.0,1.75,4.25,3.0,2.5,9.723429837560271,POISSON_STABLE,True,2024,33.0,1.5151515151515151,False,2024-10-01,True,1.0183968462549278,10.0,28,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.1312880520316517
MED-0236,2024-01-01,12,EAST,RESPIRATORY,MOTORS,48.0,6.0,0.125,8.0,0.6181818181818183,4.363636363636363,LUMPY,24,0.0,1.75,3.25,2.5,1.5,6.25,MEDIAN_STRICT_LUMPY,True,2024,5.0,2.6,True,2023-05-01,True,8.04862023653088,,2,1.75,False,False,True,EXCEPTIONAL_SPIKE,1.92
MED-0237,2025-03-01,22,SOUTH,RESPIRATORY,DISPLAY COMPONENTS,42.0,41.0,0.9761904761904762,1.024390243902439,0.30588005528513906,1.3837209302325582,STABLE,32,3.0,3.75,6.25,6.0,2.5,14.286636435277174,POISSON_STABLE,True,2025,74.0,1.054054054054054,False,2025-02-01,True,0.9198423127463863,3.0,31,4.5,False,False,True,EXCEPTIONAL_SPIKE,1.5399005986935217
MED-0248,2023-09-01,8,WEST,RESPIRATORY,TUBING,36.0,16.0,0.4444444444444444,2.25,0.21333333333333332,2.4,INTERMITTENT,8,4.0,4.0,4.0,4.0,0.0,4.0,IQR_INTERMITTENT,True,2023,,,True,2023-08-01,True,1.0183968462549278,4.0,3,4.0,False,False,True,EXCEPTIONAL_SPIKE,2.0
MED-0251,2024-06-01,21,CENTRAL,RESPIRATORY,SENSORS,48.0,47.0,0.9791666666666666,1.0212765957446808,0.27209402555650036,1.187713310580205,STABLE,29,0.0,4.75,8.0,5.0,3.25,14.142705165797258,POISSON_STABLE,True,2024,75.0,1.1333333333333333,False,2024-04-01,True,2.0039421813403417,,28,5.0,False,False,True,EXCEPTIONAL_SPIKE,1.4848644409830756
MED-0252,2025-01-01,22,EAST,RESPIRATORY,SENSORS,42.0,42.0,1.0,1.0,0.5019714244479723,1.364102564102564,ERRATIC,30,5.0,2.0,5.0,4.0,3.0,14.0,IQR_ERRATIC,True,2025,46.0,1.4565217391304348,False,2024-12-01,True,1.0183968462549278,5.0,30,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.5714285714285714
MED-0256,2024-03-01,68,EAST,RESPIRATORY,TUBING,36.0,6.0,0.16666666666666666,6.0,1.5176857330703482,6.9743589743589745,LUMPY,14,0.0,10.25,10.75,10.5,0.5,26.25,MEDIAN_STRICT_LUMPY,True,2024,21.0,4.428571428571429,True,2023-12-01,True,2.9894875164257555,,2,10.25,False,False,True,EXCEPTIONAL_SPIKE,2.5904761904761906
MED-0257,2024-10-01,9,WEST,RESPIRATORY,SENSORS,48.0,46.0,0.9583333333333334,1.0434782608695652,0.28530979817833796,1.096774193548387,STABLE,33,1.0,1.75,3.0,2.0,1.25,7.679671644115148,POISSON_STABLE,True,2024,50.0,0.68,False,2024-09-01,True,0.9855453350854139,1.0,32,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.1719251052740784
MED-0264,2024-07-01,11,CENTRAL,RESPIRATORY,VALVES,48.0,14.0,0.2916666666666667,3.4285714285714284,0.4845415215785585,3.5555555555555554,INTERMITTENT,30,0.0,1.0,4.0,2.0,3.0,6.0,MEDIAN_RELAXED_INTERMITTENT,True,2024,22.0,0.5909090909090909,False,2024-02-01,True,4.9605781865965834,,11,2.5,False,False,True,EXCEPTIONAL_SPIKE,1.8333333333333333
MED-0267,2023-02-01,7,CENTRAL,RESPIRATORY,CONTROL MODULES,48.0,47.0,0.9791666666666666,1.0212765957446808,0.30035861146819315,0.9924812030075189,STABLE,13,2.0,1.0,2.0,2.0,1.0,6.949747468305833,POISSON_STABLE,True,2023,27.0,1.1481481481481481,False,2023-01-01,True,1.0183968462549278,2.0,13,1.0,False,False,True,EXCEPTIONAL_SPIKE,1.007230842836138
MED-0270,2025-06-01,39,EAST,RESPIRATORY,SENSORS,48.0,47.0,0.9791666666666666,1.0212765957446808,1.2949000976597496,2.31390134529148,ERRATIC,41,4.0,2.0,5.0,3.5,3.0,14.0,IQR_ERRATIC,True,2025,48.0,1.6875,False,2025-05-01,True,1.0183968462549278,4.0,40,2.75,False,False,True,EXCEPTIONAL_SPIKE,2.7857142857142856
MED-0275,2023-11-01,19,WEST,RESPIRATORY,SENSORS,36.0,36.0,1.0,1.0,0.402837651992756,1.5940959409594095,STABLE,10,2.0,3.0,8.75,6.0,5.75,14.573214099741122,POISSON_STABLE,True,2023,,,True,2023-10-01,True,1.0183968462549278,2.0,10,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.3037618105355027
MED-0275,2024-10-01,21,WEST,RESPIRATORY,SENSORS,36.0,36.0,1.0,1.0,0.402837651992756,1.5940959409594095,STABLE,21,3.0,3.0,9.25,7.0,6.25,17.221581791084013,POISSON_STABLE,True,2024,89.0,1.101123595505618,False,2024-09-01,True,0.9855453350854139,3.0,21,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.2194001837201829
MED-0283,2025-06-01,12,CENTRAL,RESPIRATORY,SENSORS,48.0,10.0,0.20833333333333334,4.8,0.3525979578492026,4.085106382978724,INTERMITTENT,41,0.0,2.5,3.5,3.0,1.0,9.0,MEDIAN_RELAXED_INTERMITTENT,True,2025,12.0,1.5833333333333333,False,2024-10-01,True,7.982917214191852,,7,3.5,True,True,True,EXCEPTIONAL_SPIKE,1.3333333333333333
MED-0285,2022-10-01,13,SOUTH,RESPIRATORY,SENSORS,48.0,44.0,0.9166666666666666,1.0909090909090908,0.2964663135191492,1.023696682464455,STABLE,9,8.0,2.0,5.0,3.0,3.0,9.940169534412803,POISSON_STABLE,True,2022,,,True,2022-09-01,True,0.9855453350854139,8.0,9,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.307824776528618
MED-0286,2025-05-01,20,NORTH,RESPIRATORY,HEATING COMPONENTS,48.0,45.0,0.9375,1.0666666666666667,0.36395635260070175,0.8379052369077308,STABLE,40,8.0,3.75,7.25,7.0,3.5,14.286636435277174,POISSON_STABLE,True,2025,71.0,1.352112676056338,False,2025-04-01,True,0.9855453350854139,8.0,37,5.0,False,False,True,EXCEPTIONAL_SPIKE,1.3999096351759288
MED-0288,2024-06-01,7,EAST,RESPIRATORY,SENSORS,48.0,11.0,0.22916666666666666,4.363636363636363,0.6153256704980841,3.586206896551724,LUMPY,29,0.0,1.5,3.0,2.0,1.5,6.0,MEDIAN_RELAXED_LUMPY,True,2024,29.0,0.4827586206896552,False,2024-04-01,True,2.0039421813403417,,7,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.1666666666666667
MED-0290,2023-05-01,10,WEST,RESPIRATORY,HEATING COMPONENTS,42.0,42.0,1.0,1.0,0.6203974949861688,1.634241245136187,ERRATIC,10,4.0,4.0,5.0,4.0,1.0,8.0,IQR_ERRATIC,True,2023,29.0,3.3448275862068964,True,2023-04-01,True,0.9855453350854139,4.0,10,4.0,False,False,True,EXCEPTIONAL_SPIKE,1.25
MED-0290,2023-09-01,32,NORTH,RESPIRATORY,HEATING COMPONENTS,42.0,42.0,1.0,1.0,0.6203974949861688,1.634241245136187,ERRATIC,14,5.0,3.75,6.25,5.0,2.5,13.75,IQR_ERRATIC,True,2023,29.0,3.3448275862068964,True,2023-08-01,True,1.0183968462549278,5.0,14,4.0,False,False,True,EXCEPTIONAL_SPIKE,2.327272727272727
MED-0291,2023-07-01,13,NORTH,RESPIRATORY,DISPLAY COMPONENTS,48.0,45.0,0.9375,1.0666666666666667,0.31185574755822687,0.8290909090909091,STABLE,18,7.0,3.0,7.0,4.5,4.0,12.528028475659202,POISSON_STABLE,True,2023,49.0,1.6326530612244898,False,2023-06-01,True,0.9855453350854139,7.0,16,3.75,False,False,True,EXCEPTIONAL_SPIKE,1.0376732480499862
MED-0292,2024-07-01,22,EAST,RESPIRATORY,SENSORS,30.0,5.0,0.16666666666666666,6.0,0.6108223062381853,4.782608695652174,LUMPY,12,0.0,5.5,6.5,6.0,1.0,15.0,MEDIAN_STRICT_LUMPY,True,2024,12.0,1.8333333333333333,True,2023-11-01,True,7.982917214191852,,2,5.5,False,False,True,EXCEPTIONAL_SPIKE,1.4666666666666666
MED-0293,2025-12-01,6,EAST,RESPIRATORY,MOTORS,30.0,14.0,0.4666666666666667,2.142857142857143,0.24034543998328514,2.3404255319148937,INTERMITTENT,29,0.0,2.0,3.0,2.0,1.0,5.5,IQR_INTERMITTENT,True,2025,10.0,1.8,False,2025-10-01,True,2.0039421813403417,,13,2.0,False,False,True,EXCEPTIONAL_SPIKE,1.0909090909090908
MED-0296,2023-07-01,90,WEST,RESPIRATORY,TUBING,48.0,8.0,0.16666666666666666,6.0,1.3681698119212042,5.73134328358209,LUMPY,18,0.0,14.0,30.0,22.0,16.0,55.0,MEDIAN_STRICT_LUMPY,True,2023,52.0,1.7307692307692308,False,2022-09-01,True,9.95400788436268,,3,7.0,True,True,True,EXCEPTIONAL_SPIKE,1.6363636363636365
MED-0297,2025-06-01,13,EAST,RESPIRATORY,VALVES,48.0,42.0,0.875,1.1428571428571428,0.864858536585366,2.1333333333333333,ERRATIC,41,5.0,2.75,4.25,3.5,1.5,8.75,IQR_ERRATIC,True,2025,40.0,2.175,True,2025-05-01,True,1.0183968462549278,5.0,35,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.4857142857142858
MED-0297,2025-11-01,25,NORTH,RESPIRATORY,VALVES,48.0,42.0,0.875,1.1428571428571428,0.864858536585366,2.1333333333333333,ERRATIC,46,4.0,3.0,6.25,4.0,3.25,16.0,IQR_ERRATIC,True,2025,40.0,2.175,True,2025-10-01,True,1.0183968462549278,4.0,40,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.5625
MED-0298,2024-10-01,52,CENTRAL,RESPIRATORY,TUBING,42.0,11.0,0.2619047619047619,3.8181818181818183,1.020768307322929,4.0588235294117645,LUMPY,27,0.0,13.0,15.0,14.0,2.0,42.0,MEDIAN_RELAXED_LUMPY,True,2024,37.0,1.7297297297297298,False,2024-07-01,True,3.0223390275952693,,6,12.0,False,False,True,EXCEPTIONAL_SPIKE,1.2380952380952381
MED-0298,2025-11-01,76,CENTRAL,RESPIRATORY,TUBING,42.0,11.0,0.2619047619047619,3.8181818181818183,1.020768307322929,4.0588235294117645,LUMPY,40,0.0,8.0,13.0,11.0,5.0,33.0,MEDIAN_RELAXED_LUMPY,True,2025,64.0,1.671875,False,2025-04-01,True,7.030223390275952,,10,11.25,True,True,True,EXCEPTIONAL_SPIKE,2.303030303030303
MED-0300,2024-02-01,28,WEST,RESPIRATORY,VALVES,48.0,8.0,0.16666666666666666,6.0,0.36348267117497896,4.153846153846154,INTERMITTENT,25,0.0,5.25,7.75,6.5,2.5,16.25,MEDIAN_STRICT_INTERMITTENT,True,2024,13.0,6.384615384615385,True,2023-05-01,True,9.067017082785808,,2,5.25,True,True,True,EXCEPTIONAL_SPIKE,1.7230769230769232
MED-0302,2023-04-01,32,WEST,RESPIRATORY,HEATING COMPONENTS,42.0,41.0,0.9761904761904762,1.024390243902439,0.44840397697540574,1.8461538461538465,STABLE,9,4.0,5.0,6.0,5.0,1.0,13.80513466939861,POISSON_STABLE,True,2023,33.0,2.8484848484848486,True,2023-03-01,True,1.0183968462549278,4.0,9,5.0,False,False,True,EXCEPTIONAL_SPIKE,2.3179781122261236
MED-0308,2024-12-01,12,NORTH,RESPIRATORY,MOTORS,42.0,40.0,0.9523809523809523,1.05,0.24429256943434638,1.0081521739130432,STABLE,29,6.0,3.0,5.0,3.0,2.0,10.368656420961033,POISSON_STABLE,True,2024,47.0,1.148936170212766,False,2024-11-01,True,0.9855453350854139,6.0,27,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.157334134029273
MED-0310,2022-09-01,16,WEST,RESPIRATORY,CONTROL MODULES,48.0,47.0,0.9791666666666666,1.0212765957446808,0.3686226408722055,0.8571428571428572,STABLE,8,5.0,2.75,6.25,4.0,3.5,12.602790758036868,POISSON_STABLE,True,2022,,,True,2022-08-01,True,1.0183968462549278,5.0,7,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.2695600765883313
MED-0312,2023-06-01,20,CENTRAL,RESPIRATORY,FILTERS,48.0,46.0,0.9583333333333334,1.0434782608695652,0.5104169810371711,1.6595744680851063,ERRATIC,17,5.0,3.0,5.25,4.0,2.25,12.0,IQR_ERRATIC,True,2023,47.0,1.1914893617021276,False,2023-05-01,True,1.0183968462549278,5.0,17,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.6666666666666667
MED-0314,2024-01-01,11,EAST,RESPIRATORY,MOTORS,30.0,28.0,0.9333333333333333,1.0714285714285714,0.38957475994513036,1.6666666666666663,STABLE,6,5.0,3.25,4.0,4.0,0.75,10.368656420961033,POISSON_STABLE,True,2024,22.0,2.0,True,2023-12-01,True,1.0183968462549278,5.0,6,3.25,False,False,True,EXCEPTIONAL_SPIKE,1.0608896228601672
MED-0314,2024-12-01,10,EAST,RESPIRATORY,MOTORS,30.0,28.0,0.9333333333333333,1.0714285714285714,0.38957475994513036,1.6666666666666663,STABLE,17,3.0,1.0,4.25,3.0,3.25,9.55971473206198,POISSON_STABLE,True,2024,22.0,2.0,True,2024-11-01,True,0.9855453350854139,3.0,15,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.0460563186536689
MED-0314,2025-04-01,11,CENTRAL,RESPIRATORY,MOTORS,30.0,28.0,0.9333333333333333,1.0714285714285714,0.38957475994513036,1.6666666666666663,STABLE,21,1.0,1.0,4.25,3.0,3.25,9.886146295405492,POISSON_STABLE,True,2025,44.0,1.3636363636363635,False,2025-03-01,True,1.0183968462549278,1.0,19,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.1126681389604929
MED-0315,2024-01-01,4,NORTH,RESPIRATORY,SENSORS,42.0,11.0,0.2619047619047619,3.8181818181818183,0.27070312499999993,3.0625000000000004,INTERMITTENT,18,0.0,1.0,3.0,1.0,2.0,3.0,MEDIAN_RELAXED_INTERMITTENT,True,2024,10.0,1.2,False,2023-09-01,True,4.0078843626806835,,5,1.0,False,False,True,EXCEPTIONAL_SPIKE,1.3333333333333333
MED-0317,2024-11-01,12,NORTH,RESPIRATORY,SENSORS,48.0,44.0,0.9166666666666666,1.0909090909090908,0.2737104029093693,0.8444444444444444,STABLE,34,8.0,2.0,5.25,4.5,3.25,11.465434844830906,POISSON_STABLE,True,2024,54.0,1.1296296296296295,False,2024-10-01,True,1.0183968462549278,8.0,31,4.0,False,False,True,EXCEPTIONAL_SPIKE,1.0466240628814962
MED-0319,2024-02-01,8,EAST,RESPIRATORY,TUBING,36.0,15.0,0.4166666666666667,2.4,0.1336753983256819,2.956521739130435,INTERMITTENT,13,4.0,3.0,4.0,4.0,1.0,6.5,IQR_INTERMITTENT,True,2024,17.0,1.7058823529411764,False,2024-01-01,True,1.0183968462549278,4.0,5,3.0,False,False,True,EXCEPTIONAL_SPIKE,1.2307692307692308
MED-0326,2024-05-01,73,EAST,INFUSION,DISPLAY COMPONENTS,48.0,4.0,0.08333333333333333,12.0,0.8803329864724243,9.387096774193548,LUMPY,28,0.0,21.75,23.25,22.5,1.5,56.25,MEDIAN_STRICT_LUMPY,True,2024,45.0,1.6222222222222222,False,2023-10-01,True,6.9973718791064385,,3,13.5,False,False,True,EXCEPTIONAL_SPIKE,1.2977777777777777
MED-0328,2024-10-01,8,WEST,INFUSION,CABLES,42.0,10.0,0.23809523809523808,4.2,0.4739919975377039,2.486842105263158,INTERMITTENT,27,0.0,1.0,3.0,2.0,2.0,6.0,MEDIAN_RELAXED_INTERMITTENT,True,2024,2.0,8.0,True,2024-08-01,True,2.0039421813403417,,5,1.0,False,False,True,EXCEPTIONAL_SPIKE,1.3333333333333333
MED-0330,2023-04-01,8,WEST,INFUSION,CONTROL MODULES,48.0,43.0,0.8958333333333334,1.1162790697674418,0.5366303729940092,1.2363636363636363,ERRATIC,15,2.0,1.0,2.25,1.0,1.25,6.0,IQR_ERRATIC,True,2023,28.0,1.5,False,2023-03-01,True,1.0183968462549278,2.0,13,1.0,False,False,True,EXCEPTIONAL_SPIKE,1.3333333333333333
MED-0334,2024-08-01,16,EAST,INFUSION,SENSORS,24.0,21.0,0.875,1.1428571428571428,0.3943486020226057,2.5365853658536586,STABLE,7,8.0,2.0,8.5,8.0,6.5,14.08088597962647,POISSON_STABLE,True,2024,,,True,2024-07-01,True,1.0183968462549278,8.0,6,3.5,False,False,True,EXCEPTIONAL_SPIKE,1.136292135533963
