part_id,date,demand,microarea,category,subcategory,history_months,n_positive,coverage,adi,cv2,seasonality_strength,profile,history_before_current,previous_demand,baseline_q1,baseline_q3,baseline_median,baseline_iqr,upper_bound,outlier_method,calendar_month,seasonal_factor,seasonally_adjusted_demand,seasonal_history_count,seasonal_expected_demand,seasonal_upper_bound,is_quantity_outlier,year,previous_yearly_demand,yearly_ratio,passes_yearly_validation,previous_positive_date,has_previous_demand,months_since_previous_demand,previous_positive_demand,historical_positive_count,reactivation_demand_threshold,unusual_gap,is_reactivation,is_anomaly,anomaly_type,anomaly_score
MED-0006,2022-07-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,0,,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2022,,,True,,False,,,0,inf,False,False,False,NORMAL,0.0
MED-0006,2022-08-01,0,SOUTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,1,0.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2022,,,True,,False,,,0,inf,False,False,False,NORMAL,0.0
MED-0006,2022-09-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,2,0.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2022,,,True,,False,,,0,inf,False,False,False,NORMAL,0.0
MED-0006,2022-10-01,0,CENTRAL,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,3,0.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2022,,,True,,False,,,0,inf,False,False,False,NORMAL,0.0
MED-0006,2022-11-01,5,WEST,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,4,0.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2022,,,True,,False,,,0,inf,False,False,False,NORMAL,0.0
MED-0006,2022-12-01,0,WEST,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,5,5.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2022,,,True,2022-11-01,True,0.9855453350854139,5.0,1,5.0,False,False,False,NORMAL,0.0
MED-0006,2023-01-01,9,CENTRAL,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,6,0.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2023,5.0,5.4,True,2022-11-01,True,2.0039421813403417,,1,5.0,False,False,False,NORMAL,0.0
MED-0006,2023-02-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,7,9.0,6.0,8.0,7.0,2.0,17.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2023,5.0,5.4,True,2023-01-01,True,1.0183968462549278,9.0,2,6.0,False,False,False,NORMAL,0.0
MED-0006,2023-03-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,8,0.0,6.0,8.0,7.0,2.0,17.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2023,5.0,5.4,True,2023-01-01,True,1.938239159001314,,2,6.0,False,False,False,NORMAL,0.0
MED-0006,2023-04-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,9,0.0,6.0,8.0,7.0,2.0,17.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2023,5.0,5.4,True,2023-01-01,True,2.9566360052562417,,2,6.0,False,False,False,NORMAL,0.0
MED-0006,2023-05-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,10,0.0,6.0,8.0,7.0,2.0,17.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2023,5.0,5.4,True,2023-01-01,True,3.9421813403416555,,2,6.0,False,False,False,NORMAL,0.0
MED-0006,2023-06-01,0,WEST,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,11,0.0,6.0,8.0,7.0,2.0,17.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2023,5.0,5.4,True,2023-01-01,True,4.9605781865965834,,2,6.0,False,False,False,NORMAL,0.0
MED-0006,2023-07-01,18,WEST,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,12,0.0,6.0,8.0,7.0,2.0,17.5,MEDIAN_STRICT_LUMPY,,,,,,,True,2023,5.0,5.4,True,2023-01-01,True,5.946123521681997,,2,6.0,False,False,True,EXCEPTIONAL_SPIKE,1.0285714285714285
MED-0006,2023-08-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,13,18.0,7.0,13.5,9.0,6.5,22.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2023,5.0,5.4,True,2023-07-01,True,1.0183968462549278,18.0,3,7.0,False,False,False,NORMAL,0.0
MED-0006,2023-09-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,14,0.0,7.0,13.5,9.0,6.5,22.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2023,5.0,5.4,True,2023-07-01,True,2.0367936925098555,,3,7.0,False,False,False,NORMAL,0.0
MED-0006,2023-10-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,15,0.0,7.0,13.5,9.0,6.5,22.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2023,5.0,5.4,True,2023-07-01,True,3.0223390275952693,,3,7.0,False,False,False,NORMAL,0.0
MED-0006,2023-11-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,16,0.0,7.0,13.5,9.0,6.5,22.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2023,5.0,5.4,True,2023-07-01,True,4.040735873850197,,3,7.0,False,False,False,NORMAL,0.0
MED-0006,2023-12-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,17,0.0,11.25,15.75,13.5,4.5,33.75,MEDIAN_STRICT_LUMPY,,,,,,,False,2023,5.0,5.4,True,2023-07-01,True,5.026281208935611,,3,7.0,False,False,False,NORMAL,0.0
MED-0006,2024-01-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,18,0.0,11.25,15.75,13.5,4.5,33.75,MEDIAN_STRICT_LUMPY,,,,,,,False,2024,27.0,1.2592592592592593,False,2023-07-01,True,6.044678055190539,,3,7.0,False,False,False,NORMAL,0.0
MED-0006,2024-02-01,34,CENTRAL,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,19,0.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2024,27.0,1.2592592592592593,False,2023-07-01,True,7.063074901445466,,3,7.0,False,False,False,NORMAL,0.0
MED-0006,2024-03-01,0,WEST,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,20,34.0,22.0,30.0,26.0,8.0,65.0,MEDIAN_STRICT_LUMPY,,,,,,,False,2024,27.0,1.2592592592592593,False,2024-02-01,True,0.9526938239159001,34.0,4,8.0,False,False,False,NORMAL,0.0
MED-0006,2024-04-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,21,0.0,22.0,30.0,26.0,8.0,65.0,MEDIAN_STRICT_LUMPY,,,,,,,False,2024,27.0,1.2592592592592593,False,2024-02-01,True,1.9710906701708277,,4,8.0,False,False,False,NORMAL,0.0
MED-0006,2024-05-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,22,0.0,22.0,30.0,26.0,8.0,65.0,MEDIAN_STRICT_LUMPY,,,,,,,False,2024,27.0,1.2592592592592593,False,2024-02-01,True,2.9566360052562417,,4,8.0,False,False,False,NORMAL,0.0
MED-0006,2024-06-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,23,0.0,22.0,30.0,26.0,8.0,65.0,MEDIAN_STRICT_LUMPY,,,,,,,False,2024,27.0,1.2592592592592593,False,2024-02-01,True,3.9750328515111693,,4,8.0,False,False,False,NORMAL,0.0
MED-0006,2024-07-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,24,0.0,22.0,30.0,26.0,8.0,65.0,MEDIAN_STRICT_LUMPY,,,,,,,False,2024,27.0,1.2592592592592593,False,2024-02-01,True,4.9605781865965834,,4,8.0,False,False,False,NORMAL,0.0
MED-0006,2024-08-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,25,0.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2024,27.0,1.2592592592592593,False,2024-02-01,True,5.978975032851511,,4,8.0,False,False,False,NORMAL,0.0
MED-0006,2024-09-01,0,SOUTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,26,0.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2024,27.0,1.2592592592592593,False,2024-02-01,True,6.9973718791064385,,4,8.0,False,False,False,NORMAL,0.0
MED-0006,2024-10-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,27,0.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2024,27.0,1.2592592592592593,False,2024-02-01,True,7.982917214191852,,4,8.0,True,False,False,NORMAL,0.0
MED-0006,2024-11-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,28,0.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2024,27.0,1.2592592592592593,False,2024-02-01,True,9.00131406044678,,4,8.0,True,False,False,NORMAL,0.0
MED-0006,2024-12-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,29,0.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2024,27.0,1.2592592592592593,False,2024-02-01,True,9.986859395532194,,4,8.0,True,False,False,NORMAL,0.0
MED-0006,2025-01-01,12,WEST,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,30,0.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2025,34.0,0.7647058823529411,False,2024-02-01,True,11.005256241787121,,4,8.0,True,True,False,NORMAL,0.0
MED-0006,2025-02-01,0,EAST,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,31,12.0,17.5,28.5,23.0,11.0,57.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2025,34.0,0.7647058823529411,False,2025-01-01,True,1.0183968462549278,12.0,5,9.0,False,False,False,NORMAL,0.0
MED-0006,2025-03-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,32,0.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2025,34.0,0.7647058823529411,False,2025-01-01,True,1.938239159001314,,5,9.0,False,False,False,NORMAL,0.0
MED-0006,2025-04-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,33,0.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2025,34.0,0.7647058823529411,False,2025-01-01,True,2.9566360052562417,,5,9.0,False,False,False,NORMAL,0.0
MED-0006,2025-05-01,7,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,34,0.0,,,,,,MEDIAN_STRICT_LUMPY,,,,,,,False,2025,34.0,0.7647058823529411,False,2025-01-01,True,3.9421813403416555,,5,9.0,False,False,False,NORMAL,0.0
MED-0006,2025-06-01,7,EAST,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,35,7.0,8.25,10.75,9.5,2.5,23.75,MEDIAN_STRICT_LUMPY,,,,,,,False,2025,34.0,0.7647058823529411,False,2025-05-01,True,1.0183968462549278,7.0,6,7.5,False,False,False,NORMAL,0.29473684210526313
MED-0006,2025-07-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,36,7.0,7.0,9.5,7.0,2.5,17.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2025,34.0,0.7647058823529411,False,2025-06-01,True,0.9855453350854139,7.0,7,7.0,False,False,False,NORMAL,0.0
MED-0006,2025-08-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,37,0.0,7.0,9.5,7.0,2.5,17.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2025,34.0,0.7647058823529411,False,2025-06-01,True,2.0039421813403417,,7,7.0,False,False,False,NORMAL,0.0
MED-0006,2025-09-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,38,0.0,7.0,9.5,7.0,2.5,17.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2025,34.0,0.7647058823529411,False,2025-06-01,True,3.0223390275952693,,7,7.0,False,False,False,NORMAL,0.0
MED-0006,2025-10-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,39,0.0,7.0,9.5,7.0,2.5,17.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2025,34.0,0.7647058823529411,False,2025-06-01,True,4.0078843626806835,,7,7.0,False,False,False,NORMAL,0.0
MED-0006,2025-11-01,0,NORTH,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,40,0.0,7.0,9.5,7.0,2.5,17.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2025,34.0,0.7647058823529411,False,2025-06-01,True,5.026281208935611,,7,7.0,False,False,False,NORMAL,0.0
MED-0006,2025-12-01,0,WEST,IMAGING,DETECTOR COMPONENTS,42.0,7.0,0.16666666666666666,6.0,0.5971172022684309,5.173913043478261,LUMPY,41,0.0,7.0,9.5,7.0,2.5,17.5,MEDIAN_STRICT_LUMPY,,,,,,,False,2025,34.0,0.7647058823529411,False,2025-06-01,True,6.011826544021025,,7,7.0,False,False,False,NORMAL,0.0
MED-0007,2022-07-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,0,,,,,,,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2022,,,True,,False,,,0,inf,False,False,False,NORMAL,0.0
MED-0007,2022-08-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,1,0.0,,,,,,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2022,,,True,,False,,,0,inf,False,False,False,NORMAL,0.0
MED-0007,2022-09-01,2,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,2,0.0,,,,,,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2022,,,True,,False,,,0,inf,False,False,False,NORMAL,0.0
MED-0007,2022-10-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,3,2.0,,,,,,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2022,,,True,2022-09-01,True,0.9855453350854139,2.0,1,2.0,False,False,False,NORMAL,0.0
MED-0007,2022-11-01,0,NORTH,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,4,0.0,,,,,,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2022,,,True,2022-09-01,True,2.0039421813403417,,1,2.0,False,False,False,NORMAL,0.0
MED-0007,2022-12-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,5,0.0,,,,,,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2022,,,True,2022-09-01,True,2.9894875164257555,,1,2.0,False,False,False,NORMAL,0.0
MED-0007,2023-01-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,6,0.0,,,,,,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2023,2.0,7.5,True,2022-09-01,True,4.0078843626806835,,1,2.0,False,False,False,NORMAL,0.0
MED-0007,2023-02-01,3,WEST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,7,0.0,,,,,,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2023,2.0,7.5,True,2022-09-01,True,5.026281208935611,,1,2.0,False,False,False,NORMAL,0.0
MED-0007,2023-03-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,8,3.0,2.25,2.75,2.5,0.5,7.5,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2023,2.0,7.5,True,2023-02-01,True,0.9198423127463863,3.0,2,2.25,False,False,False,NORMAL,0.0
MED-0007,2023-04-01,5,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,9,0.0,2.25,2.75,2.5,0.5,7.5,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2023,2.0,7.5,True,2023-02-01,True,1.938239159001314,,2,2.25,False,False,False,NORMAL,0.6666666666666666
MED-0007,2023-05-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,10,5.0,2.5,4.0,3.0,1.5,9.0,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2023,2.0,7.5,True,2023-04-01,True,0.9855453350854139,5.0,3,2.5,False,False,False,NORMAL,0.0
MED-0007,2023-06-01,0,CENTRAL,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,11,0.0,2.5,4.0,3.0,1.5,9.0,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2023,2.0,7.5,True,2023-04-01,True,2.0039421813403417,,3,2.5,False,False,False,NORMAL,0.0
MED-0007,2023-07-01,3,SOUTH,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,12,0.0,2.5,4.0,3.0,1.5,9.0,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2023,2.0,7.5,True,2023-04-01,True,2.9894875164257555,,3,2.5,False,False,False,NORMAL,0.3333333333333333
MED-0007,2023-08-01,4,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,13,3.0,2.75,3.5,3.0,0.75,9.0,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2023,2.0,7.5,True,2023-07-01,True,1.0183968462549278,3.0,4,2.75,False,False,False,NORMAL,0.4444444444444444
MED-0007,2023-09-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,14,4.0,3.0,4.0,3.0,1.0,9.0,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2023,2.0,7.5,True,2023-08-01,True,1.0183968462549278,4.0,5,3.0,False,False,False,NORMAL,0.0
MED-0007,2023-10-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,15,0.0,3.0,4.25,3.5,1.25,10.5,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2023,2.0,7.5,True,2023-08-01,True,2.0039421813403417,,5,3.0,False,False,False,NORMAL,0.0
MED-0007,2023-11-01,0,NORTH,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,16,0.0,3.0,4.25,3.5,1.25,10.5,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2023,2.0,7.5,True,2023-08-01,True,3.0223390275952693,,5,3.0,False,False,False,NORMAL,0.0
MED-0007,2023-12-01,0,NORTH,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,17,0.0,3.0,4.25,3.5,1.25,10.5,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2023,2.0,7.5,True,2023-08-01,True,4.0078843626806835,,5,3.0,False,False,False,NORMAL,0.0
MED-0007,2024-01-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,18,0.0,3.0,4.25,3.5,1.25,10.5,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2024,15.0,0.06666666666666667,False,2023-08-01,True,5.026281208935611,,5,3.0,False,False,False,NORMAL,0.0
MED-0007,2024-02-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,19,0.0,3.0,4.25,3.5,1.25,10.5,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2024,15.0,0.06666666666666667,False,2023-08-01,True,6.044678055190539,,5,3.0,True,False,False,NORMAL,0.0
MED-0007,2024-03-01,1,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,20,0.0,3.5,4.5,4.0,1.0,12.0,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2024,15.0,0.06666666666666667,False,2023-08-01,True,6.9973718791064385,,5,3.0,True,True,False,NORMAL,0.08333333333333333
MED-0007,2024-04-01,0,WEST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,21,1.0,2.5,4.25,3.5,1.75,10.5,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2024,15.0,0.06666666666666667,False,2024-03-01,True,1.0183968462549278,1.0,6,2.25,False,False,False,NORMAL,0.0
MED-0007,2024-05-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,22,0.0,2.0,3.5,3.0,1.5,9.0,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2024,15.0,0.06666666666666667,False,2024-03-01,True,2.0039421813403417,,6,2.25,False,False,False,NORMAL,0.0
MED-0007,2024-06-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,23,0.0,2.0,3.5,3.0,1.5,9.0,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2024,15.0,0.06666666666666667,False,2024-03-01,True,3.0223390275952693,,6,2.25,False,False,False,NORMAL,0.0
MED-0007,2024-07-01,0,WEST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,24,0.0,2.0,3.5,3.0,1.5,9.0,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2024,15.0,0.06666666666666667,False,2024-03-01,True,4.0078843626806835,,6,2.25,False,False,False,NORMAL,0.0
MED-0007,2024-08-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,25,0.0,1.75,3.25,2.5,1.5,7.5,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2024,15.0,0.06666666666666667,False,2024-03-01,True,5.026281208935611,,6,2.25,False,False,False,NORMAL,0.0
MED-0007,2024-09-01,0,NORTH,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,26,0.0,,,,,,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2024,15.0,0.06666666666666667,False,2024-03-01,True,6.044678055190539,,6,2.25,True,False,False,NORMAL,0.0
MED-0007,2024-10-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,27,0.0,,,,,,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2024,15.0,0.06666666666666667,False,2024-03-01,True,7.030223390275952,,6,2.25,True,False,False,NORMAL,0.0
MED-0007,2024-11-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,28,0.0,,,,,,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2024,15.0,0.06666666666666667,False,2024-03-01,True,8.04862023653088,,6,2.25,True,False,False,NORMAL,0.0
MED-0007,2024-12-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,29,0.0,,,,,,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2024,15.0,0.06666666666666667,False,2024-03-01,True,9.034165571616294,,6,2.25,True,False,False,NORMAL,0.0
MED-0007,2025-01-01,0,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,30,0.0,,,,,,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2025,1.0,10.0,True,2024-03-01,True,10.052562417871222,,6,2.25,True,False,False,NORMAL,0.0
MED-0007,2025-02-01,2,EAST,IMAGING,CABLES,42.0,9.0,0.21428571428571427,4.666666666666667,0.39891581632653056,3.75,INTERMITTENT,31,0.0,,,,,,MEDIAN_RELAXED_INTERMITTENT,,,,,,,False,2025,1.0,10.0,True,2024-03-01,True,11.070959264126149,,6,2.25,True,True,False,NORMAL,0.0
