PART_ID,DATE,DEMAND,MICROAREA
MED-0112,2024-08-01,0,CENTRAL
MED-0112,2024-09-01,7,CENTRAL
MED-0112,2024-10-01,0,CENTRAL
MED-0112,2024-11-01,0,CENTRAL
MED-0112,2024-12-01,3,CENTRAL
MED-0112,2025-01-01,0,CENTRAL
MED-0112,2025-02-01,0,CENTRAL
MED-0112,2025-03-01,5,NORTH
MED-0112,2025-04-01,3,EAST
MED-0112,2025-05-01,0,CENTRAL
MED-0112,2025-06-01,0,WEST
MED-0112,2025-07-01,0,CENTRAL
MED-0112,2025-08-01,0,CENTRAL
MED-0112,2025-09-01,0,CENTRAL
MED-0112,2025-10-01,0,CENTRAL
MED-0112,2025-11-01,3,WEST
MED-0112,2025-12-01,0,CENTRAL
MED-0113,2022-01-01,6,SOUTH
MED-0113,2022-02-01,4,EAST
MED-0113,2022-03-01,6,SOUTH
MED-0113,2022-04-01,6,SOUTH
MED-0113,2022-05-01,4,SOUTH
MED-0113,2022-06-01,8,SOUTH
MED-0113,2022-07-01,4,SOUTH
MED-0113,2022-08-01,4,SOUTH
MED-0113,2022-09-01,4,SOUTH
MED-0113,2022-10-01,5,SOUTH
MED-0113,2022-11-01,1,NORTH
MED-0113,2022-12-01,2,WEST
MED-0113,2023-01-01,0,SOUTH
MED-0113,2023-02-01,3,SOUTH
MED-0113,2023-03-01,5,NORTH
MED-0113,2023-04-01,4,CENTRAL
MED-0113,2023-05-01,7,SOUTH
MED-0113,2023-06-01,5,EAST
MED-0113,2023-07-01,2,CENTRAL
MED-0113,2023-08-01,2,SOUTH
MED-0113,2023-09-01,2,SOUTH
MED-0113,2023-10-01,2,CENTRAL
MED-0113,2023-11-01,4,WEST
MED-0113,2023-12-01,3,SOUTH
MED-0113,2024-01-01,1,SOUTH
MED-0113,2024-02-01,2,SOUTH
MED-0113,2024-03-01,3,SOUTH
MED-0113,2024-04-01,3,SOUTH
MED-0113,2024-05-01,2,EAST
MED-0113,2024-06-01,5,SOUTH
MED-0113,2024-07-01,5,SOUTH
MED-0113,2024-08-01,3,SOUTH
MED-0113,2024-09-01,3,SOUTH
MED-0113,2024-10-01,5,WEST
MED-0113,2024-11-01,1,EAST
MED-0113,2024-12-01,5,WEST
MED-0113,2025-01-01,6,WEST
MED-0113,2025-02-01,7,EAST
MED-0113,2025-03-01,4,SOUTH
MED-0113,2025-04-01,4,SOUTH
MED-0113,2025-05-01,6,SOUTH
MED-0113,2025-06-01,2,NORTH
MED-0113,2025-07-01,2,SOUTH
MED-0113,2025-08-01,3,NORTH
MED-0113,2025-09-01,2,SOUTH
MED-0113,2025-10-01,2,SOUTH
MED-0113,2025-11-01,1,SOUTH
MED-0113,2025-12-01,3,WEST
MED-0114,2023-01-01,5,SOUTH
MED-0114,2023-02-01,0,NORTH
MED-0114,2023-03-01,0,EAST
MED-0114,2023-04-01,0,SOUTH
MED-0114,2023-05-01,13,SOUTH
MED-0114,2023-06-01,0,EAST
MED-0114,2023-07-01,0,SOUTH
MED-0114,2023-08-01,0,EAST
MED-0114,2023-09-01,0,SOUTH
MED-0114,2023-10-01,0,SOUTH
MED-0114,2023-11-01,0,SOUTH
MED-0114,2023-12-01,0,SOUTH
MED-0114,2024-01-01,34,SOUTH
MED-0114,2024-02-01,0,SOUTH
MED-0114,2024-03-01,0,WEST
MED-0114,2024-04-01,0,SOUTH
MED-0114,2024-05-01,0,CENTRAL
MED-0114,2024-06-01,0,SOUTH
MED-0114,2024-07-01,0,SOUTH
MED-0114,2024-08-01,0,SOUTH
MED-0114,2024-09-01,0,SOUTH
MED-0114,2024-10-01,0,SOUTH
MED-0114,2024-11-01,0,EAST
MED-0114,2024-12-01,0,SOUTH
MED-0114,2025-01-01,5,SOUTH
MED-0114,2025-02-01,0,WEST
MED-0114,2025-03-01,0,SOUTH
MED-0114,2025-04-01,0,SOUTH
MED-0114,2025-05-01,0,SOUTH
MED-0114,2025-06-01,0,SOUTH
MED-0114,2025-07-01,0,EAST
MED-0114,2025-08-01,0,SOUTH
MED-0114,2025-09-01,0,CENTRAL
MED-0114,2025-10-01,0,SOUTH
MED-0114,2025-11-01,0,SOUTH
MED-0114,2025-12-01,0,SOUTH
MED-0115,2022-07-01,10,NORTH
MED-0115,2022-08-01,3,CENTRAL
MED-0115,2022-09-01,1,CENTRAL
MED-0115,2022-10-01,15,WEST
MED-0115,2022-11-01,2,CENTRAL
MED-0115,2022-12-01,5,CENTRAL
MED-0115,2023-01-01,7,CENTRAL
MED-0115,2023-02-01,3,EAST
MED-0115,2023-03-01,4,CENTRAL
MED-0115,2023-04-01,0,CENTRAL
MED-0115,2023-05-01,0,CENTRAL
MED-0115,2023-06-01,2,CENTRAL
MED-0115,2023-07-01,0,CENTRAL
MED-0115,2023-08-01,0,CENTRAL
MED-0115,2023-09-01,0,CENTRAL
MED-0115,2023-10-01,2,CENTRAL
MED-0115,2023-11-01,0,CENTRAL
MED-0115,2023-12-01,3,CENTRAL
MED-0115,2024-01-01,1,CENTRAL
MED-0115,2024-02-01,3,CENTRAL
MED-0115,2024-03-01,3,CENTRAL
MED-0115,2024-04-01,9,CENTRAL
MED-0115,2024-05-01,6,EAST
MED-0115,2024-06-01,1,CENTRAL
MED-0115,2024-07-01,9,CENTRAL
MED-0115,2024-08-01,0,CENTRAL
MED-0115,2024-09-01,4,CENTRAL
MED-0115,2024-10-01,2,CENTRAL
MED-0115,2024-11-01,2,CENTRAL
MED-0115,2024-12-01,5,CENTRAL
MED-0115,2025-01-01,14,CENTRAL
MED-0115,2025-02-01,3,CENTRAL
MED-0115,2025-03-01,3,CENTRAL
MED-0115,2025-04-01,2,CENTRAL
MED-0115,2025-05-01,8,WEST
MED-0115,2025-06-01,1,SOUTH
MED-0115,2025-07-01,3,CENTRAL
MED-0115,2025-08-01,6,WEST
MED-0115,2025-09-01,2,CENTRAL
MED-0115,2025-10-01,0,WEST
MED-0115,2025-11-01,4,CENTRAL
MED-0115,2025-12-01,2,CENTRAL
MED-0116,2024-07-01,10,CENTRAL
MED-0116,2024-08-01,0,WEST
MED-0116,2024-09-01,0,CENTRAL
MED-0116,2024-10-01,0,EAST
MED-0116,2024-11-01,0,CENTRAL
MED-0116,2024-12-01,0,CENTRAL
MED-0116,2025-01-01,0,CENTRAL
MED-0116,2025-02-01,0,WEST
MED-0116,2025-03-01,0,NORTH
MED-0116,2025-04-01,50,CENTRAL
MED-0116,2025-05-01,0,CENTRAL
MED-0116,2025-06-01,0,EAST
MED-0116,2025-07-01,0,WEST
MED-0116,2025-08-01,13,CENTRAL
MED-0116,2025-09-01,0,SOUTH
MED-0116,2025-10-01,0,CENTRAL
MED-0116,2025-11-01,0,CENTRAL
MED-0116,2025-12-01,0,NORTH
MED-0117,2022-01-01,2,EAST
MED-0117,2022-02-01,5,CENTRAL
MED-0117,2022-03-01,3,EAST
MED-0117,2022-04-01,5,EAST
MED-0117,2022-05-01,5,CENTRAL
MED-0117,2022-06-01,8,EAST
MED-0117,2022-07-01,6,EAST
MED-0117,2022-08-01,4,EAST
MED-0117,2022-09-01,4,EAST
MED-0117,2022-10-01,6,EAST
MED-0117,2022-11-01,3,EAST
MED-0117,2022-12-01,3,EAST
MED-0117,2023-01-01,6,EAST
MED-0117,2023-02-01,4,EAST
MED-0117,2023-03-01,4,SOUTH
MED-0117,2023-04-01,0,EAST
MED-0117,2023-05-01,0,EAST
MED-0117,2023-06-01,4,WEST
MED-0117,2023-07-01,3,WEST
MED-0117,2023-08-01,2,EAST
MED-0117,2023-09-01,2,NORTH
MED-0117,2023-10-01,3,WEST
MED-0117,2023-11-01,1,EAST
MED-0117,2023-12-01,2,EAST
MED-0117,2024-01-01,2,NORTH
MED-0117,2024-02-01,5,EAST
MED-0117,2024-03-01,6,WEST
MED-0117,2024-04-01,1,EAST
MED-0117,2024-05-01,6,EAST
MED-0117,2024-06-01,2,EAST
MED-0117,2024-07-01,2,NORTH
MED-0117,2024-08-01,5,EAST
MED-0117,2024-09-01,3,EAST
MED-0117,2024-10-01,3,SOUTH
MED-0117,2024-11-01,1,EAST
MED-0117,2024-12-01,2,EAST
MED-0117,2025-01-01,3,NORTH
MED-0117,2025-02-01,0,EAST
MED-0117,2025-03-01,5,EAST
MED-0117,2025-04-01,6,SOUTH
MED-0117,2025-05-01,4,EAST
MED-0117,2025-06-01,4,EAST
MED-0117,2025-07-01,5,EAST
MED-0117,2025-08-01,5,EAST
MED-0117,2025-09-01,4,EAST
MED-0117,2025-10-01,4,SOUTH
MED-0117,2025-11-01,5,WEST
MED-0117,2025-12-01,1,EAST
MED-0118,2022-01-01,2,EAST
MED-0118,2022-02-01,0,EAST
MED-0118,2022-03-01,0,EAST
MED-0118,2022-04-01,3,EAST
MED-0118,2022-05-01,0,EAST
MED-0118,2022-06-01,4,EAST
MED-0118,2022-07-01,0,EAST
MED-0118,2022-08-01,2,EAST
MED-0118,2022-09-01,0,EAST
MED-0118,2022-10-01,0,EAST
MED-0118,2022-11-01,0,EAST
MED-0118,2022-12-01,0,EAST
MED-0118,2023-01-01,0,EAST
MED-0118,2023-02-01,0,EAST
MED-0118,2023-03-01,3,EAST
MED-0118,2023-04-01,0,EAST
MED-0118,2023-05-01,0,SOUTH
MED-0118,2023-06-01,5,EAST
MED-0118,2023-07-01,4,CENTRAL
MED-0118,2023-08-01,0,EAST
MED-0118,2023-09-01,3,EAST
MED-0118,2023-10-01,0,EAST
MED-0118,2023-11-01,0,SOUTH
MED-0118,2023-12-01,0,SOUTH
MED-0118,2024-01-01,4,EAST
MED-0118,2024-02-01,0,EAST
MED-0118,2024-03-01,0,EAST
MED-0118,2024-04-01,0,EAST
MED-0118,2024-05-01,0,EAST
MED-0118,2024-06-01,0,WEST
MED-0118,2024-07-01,0,EAST
MED-0118,2024-08-01,8,EAST
MED-0118,2024-09-01,0,EAST
MED-0118,2024-10-01,0,EAST
MED-0118,2024-11-01,0,EAST
MED-0118,2024-12-01,0,EAST
MED-0118,2025-01-01,2,EAST
MED-0118,2025-02-01,0,SOUTH
MED-0118,2025-03-01,0,EAST
MED-0118,2025-04-01,0,EAST
MED-0118,2025-05-01,0,EAST
MED-0118,2025-06-01,0,EAST
MED-0118,2025-07-01,0,WEST
MED-0118,2025-08-01,0,EAST
MED-0118,2025-09-01,0,SOUTH
MED-0118,2025-10-01,5,EAST
MED-0118,2025-11-01,0,EAST
MED-0118,2025-12-01,0,EAST
MED-0119,2024-07-01,0,EAST
MED-0119,2024-08-01,0,NORTH
MED-0119,2024-09-01,0,NORTH
MED-0119,2024-10-01,0,NORTH
MED-0119,2024-11-01,0,NORTH
MED-0119,2024-12-01,0,EAST
MED-0119,2025-01-01,11,NORTH
MED-0119,2025-02-01,0,NORTH
MED-0119,2025-03-01,0,WEST
MED-0119,2025-04-01,0,WEST
MED-0119,2025-05-01,0,CENTRAL
MED-0119,2025-06-01,0,NORTH
MED-0119,2025-07-01,0,NORTH
MED-0119,2025-08-01,0,NORTH
MED-0119,2025-09-01,0,NORTH
MED-0119,2025-10-01,0,NORTH
MED-0119,2025-11-01,0,SOUTH
MED-0119,2025-12-01,0,SOUTH
MED-0120,2022-01-01,2,EAST
MED-0120,2022-02-01,0,NORTH
MED-0120,2022-03-01,2,WEST
MED-0120,2022-04-01,3,WEST
MED-0120,2022-05-01,0,WEST
MED-0120,2022-06-01,0,NORTH
MED-0120,2022-07-01,0,WEST
MED-0120,2022-08-01,0,WEST
MED-0120,2022-09-01,0,NORTH
MED-0120,2022-10-01,0,CENTRAL
MED-0120,2022-11-01,0,WEST
MED-0120,2022-12-01,7,WEST
MED-0120,2023-01-01,3,NORTH
MED-0120,2023-02-01,0,WEST
MED-0120,2023-03-01,0,WEST
MED-0120,2023-04-01,3,WEST
MED-0120,2023-05-01,0,NORTH
MED-0120,2023-06-01,9,WEST
MED-0120,2023-07-01,7,WEST
MED-0120,2023-08-01,0,WEST
MED-0120,2023-09-01,0,WEST
MED-0120,2023-10-01,0,CENTRAL
MED-0120,2023-11-01,0,WEST
MED-0120,2023-12-01,0,WEST
MED-0120,2024-01-01,0,WEST
MED-0120,2024-02-01,4,WEST
MED-0120,2024-03-01,0,WEST
MED-0120,2024-04-01,0,SOUTH
MED-0120,2024-05-01,0,WEST
MED-0120,2024-06-01,0,WEST
MED-0120,2024-07-01,3,WEST
MED-0120,2024-08-01,0,WEST
MED-0120,2024-09-01,0,WEST
MED-0120,2024-10-01,0,WEST
MED-0120,2024-11-01,0,WEST
MED-0120,2024-12-01,5,WEST
MED-0120,2025-01-01,0,WEST
MED-0120,2025-02-01,0,SOUTH
MED-0120,2025-03-01,3,WEST
MED-0120,2025-04-01,0,NORTH
MED-0120,2025-05-01,8,WEST
MED-0120,2025-06-01,0,WEST
MED-0120,2025-07-01,2,WEST
MED-0120,2025-08-01,0,WEST
MED-0120,2025-09-01,0,EAST
MED-0120,2025-10-01,1,WEST
MED-0120,2025-11-01,0,CENTRAL
MED-0120,2025-12-01,4,NORTH
MED-0121,2024-07-01,7,SOUTH
MED-0121,2024-08-01,1,SOUTH
MED-0121,2024-09-01,10,SOUTH
MED-0121,2024-10-01,3,SOUTH
MED-0121,2024-11-01,2,SOUTH
MED-0121,2024-12-01,1,SOUTH
MED-0121,2025-01-01,6,SOUTH
MED-0121,2025-02-01,3,SOUTH
MED-0121,2025-03-01,3,SOUTH
MED-0121,2025-04-01,8,CENTRAL
MED-0121,2025-05-01,4,NORTH
MED-0121,2025-06-01,3,NORTH
MED-0121,2025-07-01,5,SOUTH
MED-0121,2025-08-01,0,CENTRAL
MED-0121,2025-09-01,2,SOUTH
MED-0121,2025-10-01,5,SOUTH
MED-0121,2025-11-01,3,SOUTH
MED-0121,2025-12-01,6,WEST
MED-0122,2022-01-01,0,EAST
MED-0122,2022-02-01,0,NORTH
MED-0122,2022-03-01,0,NORTH
MED-0122,2022-04-01,0,SOUTH
MED-0122,2022-05-01,0,EAST
MED-0122,2022-06-01,5,EAST
MED-0122,2022-07-01,0,SOUTH
MED-0122,2022-08-01,0,EAST
MED-0122,2022-09-01,0,NORTH
MED-0122,2022-10-01,0,EAST
MED-0122,2022-11-01,2,EAST
MED-0122,2022-12-01,5,WEST
MED-0122,2023-01-01,0,WEST
MED-0122,2023-02-01,0,EAST
MED-0122,2023-03-01,0,NORTH
MED-0122,2023-04-01,0,EAST
MED-0122,2023-05-01,9,WEST
MED-0122,2023-06-01,0,EAST
MED-0122,2023-07-01,0,EAST
MED-0122,2023-08-01,0,SOUTH
MED-0122,2023-09-01,6,NORTH
MED-0122,2023-10-01,0,NORTH
MED-0122,2023-11-01,0,EAST
MED-0122,2023-12-01,0,CENTRAL
MED-0122,2024-01-01,0,EAST
MED-0122,2024-02-01,14,EAST
MED-0122,2024-03-01,3,EAST
MED-0122,2024-04-01,0,SOUTH
MED-0122,2024-05-01,0,WEST
MED-0122,2024-06-01,0,EAST
MED-0122,2024-07-01,9,EAST
MED-0122,2024-08-01,0,EAST
MED-0122,2024-09-01,5,EAST
MED-0122,2024-10-01,0,EAST
MED-0122,2024-11-01,0,EAST
MED-0122,2024-12-01,0,CENTRAL
MED-0122,2025-01-01,3,CENTRAL
MED-0122,2025-02-01,0,SOUTH
MED-0122,2025-03-01,3,EAST
MED-0122,2025-04-01,0,CENTRAL
MED-0122,2025-05-01,0,SOUTH
MED-0122,2025-06-01,0,EAST
MED-0122,2025-07-01,0,EAST
MED-0122,2025-08-01,7,EAST
MED-0122,2025-09-01,5,EAST
MED-0122,2025-10-01,0,EAST
MED-0122,2025-11-01,0,EAST
MED-0122,2025-12-01,0,EAST
MED-0123,2022-01-01,4,EAST
MED-0123,2022-02-01,5,NORTH
MED-0123,2022-03-01,5,NORTH
MED-0123,2022-04-01,7,NORTH
MED-0123,2022-05-01,2,NORTH
MED-0123,2022-06-01,4,SOUTH
MED-0123,2022-07-01,0,NORTH
MED-0123,2022-08-01,9,NORTH
MED-0123,2022-09-01,7,WEST
MED-0123,2022-10-01,0,NORTH
MED-0123,2022-11-01,4,SOUTH
MED-0123,2022-12-01,7,NORTH
MED-0123,2023-01-01,7,WEST
MED-0123,2023-02-01,1,NORTH
MED-0123,2023-03-01,5,CENTRAL
MED-0123,2023-04-01,3,NORTH
MED-0123,2023-05-01,10,NORTH
MED-0123,2023-06-01,6,NORTH
MED-0123,2023-07-01,20,NORTH
MED-0123,2023-08-01,3,NORTH
MED-0123,2023-09-01,9,NORTH
MED-0123,2023-10-01,6,EAST
MED-0123,2023-11-01,10,WEST
MED-0123,2023-12-01,6,EAST
MED-0123,2024-01-01,8,NORTH
MED-0123,2024-02-01,3,WEST
MED-0123,2024-03-01,3,NORTH
MED-0123,2024-04-01,7,SOUTH
MED-0123,2024-05-01,13,SOUTH
MED-0123,2024-06-01,28,CENTRAL
MED-0123,2024-07-01,21,SOUTH
MED-0123,2024-08-01,15,NORTH
MED-0123,2024-09-01,6,NORTH
MED-0123,2024-10-01,4,NORTH
MED-0123,2024-11-01,6,WEST
MED-0123,2024-12-01,0,NORTH
MED-0123,2025-01-01,6,EAST
MED-0123,2025-02-01,1,NORTH
MED-0123,2025-03-01,7,NORTH
MED-0123,2025-04-01,7,NORTH
MED-0123,2025-05-01,4,NORTH
MED-0123,2025-06-01,3,SOUTH
MED-0123,2025-07-01,4,NORTH
MED-0123,2025-08-01,0,NORTH
MED-0123,2025-09-01,10,CENTRAL
MED-0123,2025-10-01,4,NORTH
MED-0123,2025-11-01,6,NORTH
MED-0123,2025-12-01,0,CENTRAL
MED-0124,2022-01-01,6,WEST
MED-0124,2022-02-01,7,WEST
MED-0124,2022-03-01,6,WEST
MED-0124,2022-04-01,5,WEST
MED-0124,2022-05-01,2,WEST
MED-0124,2022-06-01,3,WEST
MED-0124,2022-07-01,4,WEST
MED-0124,2022-08-01,1,WEST
MED-0124,2022-09-01,1,WEST
MED-0124,2022-10-01,4,WEST
MED-0124,2022-11-01,8,SOUTH
MED-0124,2022-12-01,8,WEST
MED-0124,2023-01-01,6,WEST
MED-0124,2023-02-01,5,WEST
MED-0124,2023-03-01,5,WEST
MED-0124,2023-04-01,4,CENTRAL
MED-0124,2023-05-01,2,WEST
MED-0124,2023-06-01,5,WEST
MED-0124,2023-07-01,4,WEST
MED-0124,2023-08-01,4,WEST
MED-0124,2023-09-01,4,WEST
MED-0124,2023-10-01,5,CENTRAL
MED-0124,2023-11-01,0,NORTH
MED-0124,2023-12-01,4,WEST
MED-0124,2024-01-01,11,WEST
MED-0124,2024-02-01,0,WEST
MED-0124,2024-03-01,4,WEST
MED-0124,2024-04-01,4,WEST
MED-0124,2024-05-01,2,WEST
MED-0124,2024-06-01,4,WEST
MED-0124,2024-07-01,4,CENTRAL
MED-0124,2024-08-01,10,WEST
MED-0124,2024-09-01,3,EAST
MED-0124,2024-10-01,4,WEST
MED-0124,2024-11-01,0,WEST
MED-0124,2024-12-01,0,EAST
MED-0124,2025-01-01,6,WEST
MED-0124,2025-02-01,6,WEST
MED-0124,2025-03-01,7,EAST
MED-0124,2025-04-01,7,WEST
MED-0124,2025-05-01,4,WEST
MED-0124,2025-06-01,0,EAST
MED-0124,2025-07-01,3,WEST
MED-0124,2025-08-01,11,WEST
MED-0124,2025-09-01,3,SOUTH
MED-0124,2025-10-01,0,WEST
MED-0124,2025-11-01,8,WEST
MED-0124,2025-12-01,4,WEST
MED-0125,2022-01-01,4,CENTRAL
MED-0125,2022-02-01,9,NORTH
MED-0125,2022-03-01,11,CENTRAL
MED-0125,2022-04-01,3,NORTH
MED-0125,2022-05-01,6,CENTRAL
MED-0125,2022-06-01,4,CENTRAL
MED-0125,2022-07-01,6,CENTRAL
MED-0125,2022-08-01,8,EAST
MED-0125,2022-09-01,8,CENTRAL
MED-0125,2022-10-01,14,CENTRAL
MED-0125,2022-11-01,1,CENTRAL
MED-0125,2022-12-01,11,CENTRAL
MED-0125,2023-01-01,17,CENTRAL
MED-0125,2023-02-01,8,NORTH
MED-0125,2023-03-01,10,NORTH
MED-0125,2023-04-01,13,CENTRAL
MED-0125,2023-05-01,4,NORTH
MED-0125,2023-06-01,3,CENTRAL
MED-0125,2023-07-01,18,CENTRAL
MED-0125,2023-08-01,7,CENTRAL
MED-0125,2023-09-01,6,CENTRAL
MED-0125,2023-10-01,9,CENTRAL
MED-0125,2023-11-01,0,CENTRAL
MED-0125,2023-12-01,12,CENTRAL
MED-0125,2024-01-01,12,CENTRAL
MED-0125,2024-02-01,5,CENTRAL
MED-0125,2024-03-01,4,CENTRAL
MED-0125,2024-04-01,4,CENTRAL
MED-0125,2024-05-01,10,CENTRAL
MED-0125,2024-06-01,6,SOUTH
MED-0125,2024-07-01,2,CENTRAL
MED-0125,2024-08-01,11,CENTRAL
MED-0125,2024-09-01,6,CENTRAL
MED-0125,2024-10-01,14,NORTH
MED-0125,2024-11-01,7,CENTRAL
MED-0125,2024-12-01,4,SOUTH
MED-0125,2025-01-01,12,CENTRAL
MED-0125,2025-02-01,12,CENTRAL
MED-0125,2025-03-01,11,CENTRAL
MED-0125,2025-04-01,6,CENTRAL
MED-0125,2025-05-01,5,CENTRAL
MED-0125,2025-06-01,2,CENTRAL
MED-0125,2025-07-01,2,CENTRAL
MED-0125,2025-08-01,1,CENTRAL
MED-0125,2025-09-01,3,CENTRAL
MED-0125,2025-10-01,5,EAST
MED-0125,2025-11-01,9,CENTRAL
MED-0125,2025-12-01,10,CENTRAL
MED-0126,2023-07-01,2,NORTH
MED-0126,2023-08-01,2,WEST
MED-0126,2023-09-01,4,WEST
MED-0126,2023-10-01,3,WEST
MED-0126,2023-11-01,0,WEST
MED-0126,2023-12-01,4,WEST
MED-0126,2024-01-01,7,WEST
MED-0126,2024-02-01,7,WEST
MED-0126,2024-03-01,5,WEST
MED-0126,2024-04-01,3,WEST
MED-0126,2024-05-01,6,NORTH
MED-0126,2024-06-01,4,WEST
MED-0126,2024-07-01,4,WEST
MED-0126,2024-08-01,3,WEST
MED-0126,2024-09-01,4,WEST
MED-0126,2024-10-01,3,WEST
MED-0126,2024-11-01,5,EAST
MED-0126,2024-12-01,4,WEST
MED-0126,2025-01-01,2,WEST
MED-0126,2025-02-01,1,EAST
MED-0126,2025-03-01,7,EAST
MED-0126,2025-04-01,4,WEST
MED-0126,2025-05-01,8,WEST
MED-0126,2025-06-01,3,CENTRAL
MED-0126,2025-07-01,4,WEST
MED-0126,2025-08-01,3,WEST
MED-0126,2025-09-01,4,CENTRAL
MED-0126,2025-10-01,9,WEST
MED-0126,2025-11-01,2,NORTH
MED-0126,2025-12-01,3,SOUTH
MED-0127,2022-01-01,2,NORTH
MED-0127,2022-02-01,9,NORTH
MED-0127,2022-03-01,1,NORTH
MED-0127,2022-04-01,1,NORTH
MED-0127,2022-05-01,7,EAST
MED-0127,2022-06-01,4,WEST
MED-0127,2022-07-01,3,NORTH
MED-0127,2022-08-01,2,NORTH
MED-0127,2022-09-01,5,NORTH
MED-0127,2022-10-01,2,NORTH
MED-0127,2022-11-01,2,NORTH
MED-0127,2022-12-01,1,CENTRAL
MED-0127,2023-01-01,3,NORTH
MED-0127,2023-02-01,0,NORTH
MED-0127,2023-03-01,7,NORTH
MED-0127,2023-04-01,3,NORTH
MED-0127,2023-05-01,2,NORTH
MED-0127,2023-06-01,2,CENTRAL
MED-0127,2023-07-01,4,NORTH
MED-0127,2023-08-01,3,WEST
MED-0127,2023-09-01,2,NORTH
MED-0127,2023-10-01,2,NORTH
MED-0127,2023-11-01,7,CENTRAL
MED-0127,2023-12-01,5,NORTH
MED-0127,2024-01-01,3,NORTH
MED-0127,2024-02-01,3,SOUTH
MED-0127,2024-03-01,2,EAST
MED-0127,2024-04-01,3,WEST
MED-0127,2024-05-01,1,NORTH
MED-0127,2024-06-01,4,NORTH
MED-0127,2024-07-01,0,NORTH
MED-0127,2024-08-01,8,NORTH
MED-0127,2024-09-01,3,EAST
MED-0127,2024-10-01,6,NORTH
MED-0127,2024-11-01,2,CENTRAL
MED-0127,2024-12-01,3,EAST
MED-0127,2025-01-01,0,NORTH
MED-0127,2025-02-01,1,NORTH
MED-0127,2025-03-01,1,NORTH
MED-0127,2025-04-01,5,NORTH
MED-0127,2025-05-01,1,EAST
MED-0127,2025-06-01,2,SOUTH
MED-0127,2025-07-01,3,NORTH
MED-0127,2025-08-01,1,NORTH
MED-0127,2025-09-01,4,NORTH
MED-0127,2025-10-01,5,NORTH
MED-0127,2025-11-01,2,WEST
MED-0127,2025-12-01,0,NORTH
MED-0128,2024-07-01,0,CENTRAL
MED-0128,2024-08-01,0,SOUTH
MED-0128,2024-09-01,0,SOUTH
MED-0128,2024-10-01,0,CENTRAL
MED-0128,2024-11-01,0,SOUTH
MED-0128,2024-12-01,0,SOUTH
MED-0128,2025-01-01,24,SOUTH
MED-0128,2025-02-01,14,NORTH
MED-0128,2025-03-01,0,SOUTH
MED-0128,2025-04-01,0,SOUTH
MED-0128,2025-05-01,0,EAST
MED-0128,2025-06-01,26,SOUTH
MED-0128,2025-07-01,7,SOUTH
MED-0128,2025-08-01,0,SOUTH
MED-0128,2025-09-01,0,SOUTH
MED-0128,2025-10-01,0,SOUTH
MED-0128,2025-11-01,0,SOUTH
MED-0128,2025-12-01,8,NORTH
MED-0129,2022-01-01,2,NORTH
MED-0129,2022-02-01,6,NORTH
MED-0129,2022-03-01,4,WEST
MED-0129,2022-04-01,3,NORTH
MED-0129,2022-05-01,10,SOUTH
MED-0129,2022-06-01,6,CENTRAL
MED-0129,2022-07-01,6,WEST
MED-0129,2022-08-01,4,NORTH
MED-0129,2022-09-01,4,NORTH
MED-0129,2022-10-01,6,NORTH
MED-0129,2022-11-01,6,WEST
MED-0129,2022-12-01,3,WEST
MED-0129,2023-01-01,3,NORTH
MED-0129,2023-02-01,7,EAST
MED-0129,2023-03-01,6,SOUTH
MED-0129,2023-04-01,8,NORTH
MED-0129,2023-05-01,5,CENTRAL
MED-0129,2023-06-01,4,NORTH
MED-0129,2023-07-01,10,CENTRAL
MED-0129,2023-08-01,3,NORTH
MED-0129,2023-09-01,7,SOUTH
MED-0129,2023-10-01,3,NORTH
MED-0129,2023-11-01,4,SOUTH
MED-0129,2023-12-01,7,NORTH
MED-0129,2024-01-01,2,NORTH
MED-0129,2024-02-01,4,CENTRAL
MED-0129,2024-03-01,5,NORTH
MED-0129,2024-04-01,5,NORTH
MED-0129,2024-05-01,6,NORTH
MED-0129,2024-06-01,6,NORTH
MED-0129,2024-07-01,6,NORTH
MED-0129,2024-08-01,5,NORTH
MED-0129,2024-09-01,3,NORTH
MED-0129,2024-10-01,21,NORTH
MED-0129,2024-11-01,7,CENTRAL
MED-0129,2024-12-01,4,NORTH
MED-0129,2025-01-01,5,WEST
MED-0129,2025-02-01,4,NORTH
MED-0129,2025-03-01,5,NORTH
MED-0129,2025-04-01,1,NORTH
MED-0129,2025-05-01,6,NORTH
MED-0129,2025-06-01,7,NORTH
MED-0129,2025-07-01,4,NORTH
MED-0129,2025-08-01,4,WEST
MED-0129,2025-09-01,6,NORTH
MED-0129,2025-10-01,4,NORTH
MED-0129,2025-11-01,3,NORTH
MED-0129,2025-12-01,7,SOUTH
MED-0130,2024-07-01,3,NORTH
MED-0130,2024-08-01,5,NORTH
MED-0130,2024-09-01,6,NORTH
MED-0130,2024-10-01,3,SOUTH
MED-0130,2024-11-01,3,NORTH
MED-0130,2024-12-01,6,NORTH
MED-0130,2025-01-01,4,NORTH
MED-0130,2025-02-01,4,NORTH
MED-0130,2025-03-01,4,NORTH
MED-0130,2025-04-01,7,NORTH
MED-0130,2025-05-01,6,SOUTH
MED-0130,2025-06-01,7,NORTH
MED-0130,2025-07-01,0,NORTH
MED-0130,2025-08-01,6,NORTH
MED-0130,2025-09-01,4,NORTH
MED-0130,2025-10-01,5,NORTH
